REG_NUMBER	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION
B79084158	CM	CEUDAS	2	BI	28232	LAS CEUDAS	MADRID	-3.886087	40.524708	1
B79085791	PS	TILOS	2	1	28668	URBANIZACIONES ESTE	MADRID	-3.843923	40.410351	1
B79095972	CL	HIDRA	16		28023	MADRID	MADRID	-3.774034	40.45674	1
B79098760	CL	AUGUSTO FIGUEROA	43	5 A	28004	MADRID	MADRID	-3.696627	40.422025	1
B79111886	CL	DUBLIN	3	NAVE 37	28813	TORRES DE LA ALAMEDA	MADRID	-3.378472	40.41395	1
B79112264	CL	NURIA	36	1 1	28034	MADRID	MADRID	-3.71088	40.494983	1
B79123774	CL	CAROLINA VIZCAINO	1		10331	CARRASCALEJO	CACERES	-5.217214	39.644779	1
B79126009	AV	REY JUAN CARLOS I	73		28916	LEGANES	MADRID	-3.741991	40.336463	1
B79130068	PS	VEGAS	27		28971	GRIÑON	MADRID	-3.846415	40.213572	1
B79136974	PS	CASTELLANA	143	5	28046	MADRID	MADRID	-3.690564	40.459701	1
B79137097	CL	PAU CLARIS	77	PR 2	08010	BARCELONA	BARCELONA	2.171526	41.389217	1
B79137246	CL	LAS DEHESILLAS	1		28981	PARLA	MADRID	-3.778765	40.239624	1
B79143616	CL	SANTISIMA TRINIDAD	5		28010	MADRID	MADRID	-3.700594	40.435109	1
B79152195	CL	LITERATOS	19	LO	28760	TRES CANTOS	MADRID	-3.712622	40.607178	1
B79153292	CL	JUAN RAMON JIMENEZ	2	9 K	28036	MADRID	MADRID	-3.686963	40.45702	1
B79157277	CL	CRUZ DEL SUR	7	1 6 B	28007	MADRID	MADRID	-3.668603	40.410893	1
B79158580	AV	CONSTITUCION	112		28850	TORREJON DE ARDOZ	MADRID	-3.465778	40.458741	1
B79165429	CL	GUTIERRE DE CETINA	87	LC A	28017	MADRID	MADRID	-3.640692	40.429267	1
B79166914	PZ	MANOLETE	5	1 A	28020	MADRID	MADRID	-3.691997	40.454476	1
B79173449	CL	COSTA BRAVA	5	2 A	28034	MADRID	MADRID	-3.699389	40.491837	1
B79174900	CL	CLAUDIO COELLO	116		28006	MADRID	MADRID	-3.685327	40.436372	1
B79176087	CL	ANA TERESA	30	1	28023	MADRID	MADRID	-3.786387	40.462144	1
B79178091	CR	CANILLAS	136	2 4 B	28043	MADRID	MADRID	-3.640819	40.465086	1
B79182176	CL	VIA LACTEA	38		28224	POZUELO DE ALARCON	MADRID	-3.792715	40.440641	1
B79183695	CL	MARIA JESUS	20	BAJO	28840	MEJORADA DEL CAMPO	MADRID	-3.485497	40.399425	1
B79185187	AV	SAN LUIS	97	6 C	28033	MADRID	MADRID	-3.672072	40.478783	1
B79190104	PS	CASTELLANA	101		28046	MADRID	MADRID	-3.691197	40.453571	1
B79191383	CL	GURTUBAY	6		28001	MADRID	MADRID	-3.685287	40.423147	1
B79197331	CL	JARILLA	15	4 A	28043	MADRID	MADRID	-3.62602	40.454104	1
B79201083	CL	MARCELIANO SANTA MARIA	12		28036	MADRID	MADRID	-3.688361	40.451804	1
B79204582	CL	CASTILLA	1	NV 1	28840	MEJORADA DEL CAMPO	MADRID	-3.483803	40.389964	1
B79204681	CL	SIERRA BERMEJA	41		28018	MADRID	MADRID	-3.661494	40.390231	1
B79205514	CL	DOCTOR CASTELO	43		28009	MADRID	MADRID	-3.673494	40.42027	1
B79206843	CL	NAZARET	13		28936	MOSTOLES	MADRID	-3.853548	40.328829	1
B79207445	CL	CERRO DEL ESPINO	10	2 D	28221	MAJADAHONDA	MADRID	-3.861138	40.461801	1
B79214565	CL	MIGJORN	1		46770	PLAYA (XERACO)	VALENCIA	-0.196483	39.047389	1
B79214813	CL	MENENDEZ PIDAL	18		28036	MADRID	MADRID	-3.68168	40.4617	1
B79217113	CL	MADROÑO	8		28670	VILLAVICIOSA DE ODON	MADRID	-3.892505	40.353337	1
B79221362	CL	JUAN BRAVO	3		28006	MADRID	MADRID	-3.684963	40.433068	1
B79222774	CL	PINAR DE SOMOSAGUAS	89	BA 11	28223	HUMERA-SOMOSAGUAS-PRADO DEL REY	MADRID	-3.794384	40.418152	1
B79224226	PZ	MANUEL BECERRA	15	A 3	28028	MADRID	MADRID	-3.6683	40.427895	1
B79225728	CL	DOCTOR PIGA	8	IZQUIERDA 0 2	28012	MADRID	MADRID	-3.698561	40.408446	1
B79228102	CL	ESTANISLAO ZAZO	2	2 A	28970	HUMANES DE MADRID	MADRID	-3.829278	40.251922	1
B79232971	CL	BOLSA	14	1	28012	MADRID	MADRID	-3.705548	40.415043	1
B79233425	CL	FERNANDEZ CASTAÑEYRA	13		35600	PUERTO DEL ROSARIO	LAS PALMAS	-13.859713	28.497936	1
B79242210	CL	GERMAN PEREZ CARRASCO	63	1	28027	MADRID	MADRID	-3.642884	40.43666	1
B79247896	CL	CLAUDIO COELLO	24		28001	MADRID	MADRID	-3.686891	40.423263	1
B79269171	AV	INDUSTRIA	21		19200	AZUQUECA DE HENARES	GUADALAJARA	-3.246912	40.573432	1
B79276481	CL	PRINCIPE DE VERGARA	132	9	28002	MADRID	MADRID	-3.678359	40.44344	1
B79278628	AV	RAMON Y CAJAL	68	2 A	28016	MADRID	MADRID	-3.666937	40.452191	1
B79279436	CL	O'DONNELL	32	2 B	28009	MADRID	MADRID	-3.674966	40.421369	1
B79282562	CL	CACERES	1		28830	SAN FERNANDO DE HENARES	MADRID	-3.533547	40.427233	1
B79282695	CL	HERMOSILLA	59	1 I	28001	MADRID	MADRID	-3.68072	40.42621	1
B79284311	CL	MONTESA	31	BAJO	28006	MADRID	MADRID	-3.67237	40.429421	1
B79299533	CL	GENERAL GALLEGOS	1	1 A	28036	MADRID	MADRID	-3.686639	40.461076	1
B79303640	AV	TALAVERA DE LA REINA	13		28701	SAN SEBASTIAN DE LOS REYES	MADRID	-3.640992	40.556427	1
B79304150	CL	SAN PASCUAL	72	BAJO	28300	ARANJUEZ	MADRID	-3.601486	40.031039	1
B79309910	AV	ALBERTO ALCOCER	47		28016	MADRID	MADRID	-3.677487	40.458832	1
B79320891	CR	VILLAVERDE A VALLECAS	3		28041	MADRID	MADRID	-3.689672	40.353814	1
B79325676	CL	FRANCISCO GERVAS	9		28020	MADRID	MADRID	-3.69298	40.460677	1
B79326823	CL	MAYOR	32	2	28013	MADRID	MADRID	-3.707659	40.416282	1
B79327375	CL	SAN ROMUALDO	26	6 12	28037	MADRID	MADRID	-3.621662	40.438019	1
B79330940	CL	NUÑEZ DE BALBOA	115	EN	28006	MADRID	MADRID	-3.681993	40.436671	1
B79337036	CL	SOLANO	29	4 A	28223	HUMERA-SOMOSAGUAS-PRADO DEL REY	MADRID	-3.795337	40.410965	1
B79337705	CL	CALVARIO	27		28901	GETAFE	MADRID	-3.725882	40.304186	1
B79341194	PJ	CALERUEGA	11		28033	MADRID	MADRID	-3.672383	40.480385	1
B79342945	CL	GERDA TARO	2		28023	MADRID	MADRID	-3.822216	40.469624	1
B79344917	CL	PADRE BLANCO	6	LOCAL	28901	GETAFE	MADRID	-3.734581	40.306708	1
B79348785	CL	GOYA	97	BAJO	28009	MADRID	MADRID	-3.674352	40.424841	1
B79352720	CL	BARQUILLO	8	2 DERECHA	28004	MADRID	MADRID	-3.695665	40.42022	1
B79355699	CL	VELAZQUEZ	51	5 DERECHA	28001	MADRID	MADRID	-3.684215	40.427856	1
B79360467	TR	SIERRA DE GATA	15		28500	ARGANDA	MADRID	-3.474945	40.307981	1
B79363792	CL	RIO	9		28440	GUADARRAMA	MADRID	-4.084436	40.674915	1
B79365888	CL	LAS GARDENIAS		1 B	28925	ALCORCON	MADRID	-3.803612	40.351048	3
B79370383	CL	ARBOLEDA	2	5 8	28031	MADRID	MADRID	-3.627635	40.388023	1
B79371878	CL	PELICANO	29		28025	MADRID	MADRID	-3.728664	40.383539	1
B79373486	CL	GIRASOLES	37	BAJO	28891	VELILLA DE SAN ANTONIO	MADRID	-3.484914	40.37395	1
B79375366	CL	LA RIOJA	41		28042	MADRID	MADRID	-3.583761	40.460595	1
B79376703	CL	DIEGO DE LEON	56	6 K	28006	MADRID	MADRID	-3.677558	40.434179	1
B79379012	CL	TORRELAGUNA	47		28860	PARACUELLOS DE JARAMA	MADRID	-3.531634	40.51062	1
B79380416	PZ	DOCTOR MORCILLO	12	BJLO	28791	SOTO DEL REAL	MADRID	-3.785438	40.753799	1
B79381737	CL	RAIMUNDO FERNANDEZ VILLAVERDE	45	6 B	28003	MADRID	MADRID	-3.697694	40.446622	1
B79383196	CL	VEREDA DEL TIRO	23		28109	ALCOBENDAS	MADRID	-3.628159	40.51657	1
B79384756	PS	CASTELLANA	166	4 B	28046	MADRID	MADRID	-3.689419	40.459546	1
B79384764	PZ	BLAS INFANTE	6	1 A	28523	LA PARTIJA-SANTA MONICA	MADRID	-3.554506	40.363326	1
B79386843	PS	CASTELLANA	121	DERECHA 2 A	28046	MADRID	MADRID	-3.690791	40.457682	1
B79389888	CL	MOSTOLES	38		28943	FUENLABRADA	MADRID	-3.799631	40.286528	1
B79397089	PS	MOLINO	13	BAJO IZQUIERDA	28045	MADRID	MADRID	-3.693165	40.390172	1
B79399200	AV	BRASIL	19		28020	MADRID	MADRID	-3.693703	40.457547	1
B79400040	CL	VIA DE LOS POBLADOS	17	5	28033	MADRID	MADRID	-3.631022	40.47187	1
B79400974	CL	PICO DE LA MIEL	13	4	28706	FUENTE DEL FRESNO	MADRID	-3.583962	40.596316	1
B79405213	CL	ALCALDE LUIS TORREJON	13		28990	TORREJON DE VELASCO	MADRID	-3.778175	40.187969	1
B79411278	CL	ALFONSO XII	46		28014	MADRID	MADRID	-3.68914	40.412655	1
B79412524	CL	CERROS DE NAVALCON	87		28400	DOMINIO DE FONTENEBRO	MADRID	-3.96289	40.654759	1
B79415600	CL	GOYA	15	4 A	28001	MADRID	MADRID	-3.687621	40.425529	1
B79419172	CR	PORT	18		03570	VILLAJOYOSA/LA VILA JOIOSA	ALICANTE	-0.21533	38.510667	1
B79422150	CL	ALCALA	318		28027	MADRID	MADRID	-3.646683	40.431945	1
B79424453	CL	VICTOR ANDRES BELAUNDE	6	4	28016	MADRID	MADRID	-3.679215	40.45466	1
B79425898	CL	DON RAMON DE LA CRUZ	14	2 1 C	28001	MADRID	MADRID	-3.685536	40.429127	1
B79426318	CL	CINCEL	6	2 8	28522	LA PARTIJA-SANTA MONICA	MADRID	-3.542569	40.349757	1
B79427373	CL	REYES	11	5 A	28015	MADRID	MADRID	-3.709415	40.424146	1
B79427761	CL	GOITIA	10		28027	MADRID	MADRID	-3.640269	40.444413	1
B79429957	CL	JOSE ABASCAL	36		28003	MADRID	MADRID	-3.695259	40.438015	1
B79433728	CL	GEOLOGICAS	50		28923	ALCORCON	MADRID	-3.813984	40.336655	1
B79434023	CL	MARTIN IRIARTE	17		28290	LAS MATAS-PINAR-MONTE ROZAS	MADRID	-3.894913	40.551147	1
B79438669	CL	JULIAN CAMARILLO	47	C 1 10	28037	MADRID	MADRID	-3.622921	40.436481	1
B79440277	CL	JULIO LOPEZ	6		28002	MADRID	MADRID	-3.663165	40.446375	1
B79442034	AV	ALBERTO ALCOCER	32		28036	MADRID	MADRID	-3.68292	40.458395	1
B79442331	PS	PINTOR ROSALES	52	1 D	28008	MADRID	MADRID	-3.722192	40.429454	1
B79444360	CL	GALILEO	14	4 DERECHA	28015	MADRID	MADRID	-3.710468	40.431184	1
B79445235	CL	FUENTEVIEJA	44	POLIGONO ESTACION	28320	PINTO	MADRID	-3.704873	40.245715	1
B79445383	CL	LAS BEGUINAS	6		28523	LA PARTIJA-SANTA MONICA	MADRID	-3.545367	40.374024	1
B79445672	CL	PASTRANA	32		28027	MADRID	MADRID	-3.635024	40.440866	1
B79450250	CL	TRAFALGAR	18	4	28010	MADRID	MADRID	-3.700475	40.431605	1
B79454427	CL	VELAZQUEZ	30	4 DC	28001	MADRID	MADRID	-3.684041	40.42474	1
B79457107	CL	GENERAL ALVAREZ DE CASTRO		IZQUIERDA 1 10	28010	MADRID	MADRID	-3.701694	40.434364	3
B79458055	CR	CANILLAS RCIAL GUADALUP	138	C 11 1	28043	MADRID	MADRID	-3.64243271	40.45837705	6
B79458840	CL	CLAUDIO COELLO	28	2 I	28001	MADRID	MADRID	-3.686825	40.423714	1
B79458949	AV	MENENDEZ PELAYO	85	SO 1 B	28007	MADRID	MADRID	-3.67787	40.408821	1
B79460705	CL	ARGENSOLA	6	1	28004	MADRID	MADRID	-3.695171	40.424917	1
B79460713	CL	ARGENSOLA	6	1	28004	MADRID	MADRID	-3.695171	40.424917	1
B79462990	CL	GARCIA NOBLEJAS	3		28660	BOADILLA DEL MONTE	MADRID	-3.875914	40.404374	1
B79465902	PS	RIO N 4	43		28223	POZUELO DE ALARCON	MADRID	-3.8182411	40.42468129	6
B79466058	CL	SANTIAGO RAMON Y CAJAL	7		28970	HUMANES DE MADRID	MADRID	-3.822224	40.258829	1
B79466884	CL	CAMINO DEL GOLF	33		28109	ALCOBENDAS	MADRID	-3.615476	40.523173	1
B79467072	CL	VELAZQUEZ	121	1 A	28006	MADRID	MADRID	-3.683356	40.437347	1
B79467403	CL	BRAVO MURILLO	293		28020	MADRID	MADRID	-3.698456	40.460978	1
B79472213	CL	RAMON Y CAJAL	2	8 B B	28232	LAS MATAS-PINAR-MONTE ROZAS	MADRID	-3.897129	40.522508	1
B79477923	CL	ORENSE	64	2 E	28020	MADRID	MADRID	-3.693951	40.461032	1
B79480232	PS	LA HABANA	13	1 IZQUIERDA	28036	MADRID	MADRID	-3.688754	40.449865	1
B79493771	CL	NICOLAS MORALES	1		28019	MADRID	MADRID	-3.729595	40.390155	1
B79494159	CL	VELAZQUEZ	51	5 D	28001	MADRID	MADRID	-3.684215	40.427856	1
B79494639	CL	JUAN DE AUSTRIA	7		28200	SAN LORENZO DE EL ESCORIAL	MADRID	-4.147546	40.592552	1
B79497277	CL	CARPINTEROS	12		28670	VILLAVICIOSA DE ODON	MADRID	-3.907114	40.350323	1
B79497525	PG	P CABALLOS CL ROCINANTE	8		28970	HUMANES DE MADRID	MADRID	-3.82598086	40.25159456	6
B79498077	CL	ARDALES	13	BAJO C	28023	MADRID	MADRID	-3.783178	40.461735	1
B79498655	CR	CANILLAS	138	2 10	28043	MADRID	MADRID	-3.639806	40.465164	1
B79499174	CL	JUAN HURTADO DE MENDOZA	5	8 D	28036	MADRID	MADRID	-3.688568	40.460524	1
B79499471	CL	SANTO CRISTO DEL CONSUELO	2	4	28250	LA ESTACION (TORRELODONES)	MADRID	-3.943015	40.575457	1
B79502555	CL	HUMANES	35	4 B	28944	FUENLABRADA	MADRID	-3.790949	40.276416	1
B79509451	CL	GALERA	2	5 DC	28042	MADRID	MADRID	-3.58816	40.453735	1
B79510442	CL	VIA CARPETANA	103		28047	MADRID	MADRID	-3.738705	40.394692	1
B79511101	CL	LA MASO	14	1 A	28034	MADRID	MADRID	-3.710396	40.49377	1
B79512794	PZ	PERU	5		28016	MADRID	MADRID	-3.676628	40.460144	1
B79519161	CL	FERNANDO EL SANTO	24		28010	MADRID	MADRID	-3.691077	40.427995	1
B79521761	CL	SANTA ENGRACIA	14	SS IZQUIERDA	28010	MADRID	MADRID	-3.696363	40.429549	1
B79534830	CL	ARAQUIL	11		28023	MADRID	MADRID	-3.779604	40.460045	1
B79535290	CL	AFRODITA	47	CH	28232	LAS MATAS-PINAR-MONTE ROZAS	MADRID	-3.907149	40.523151	1
B79538062	CL	JUAN FRANCISCO	7	3 A	28025	MADRID	MADRID	-3.732297	40.387192	1
B79538427	CL	ABREGO	5	1 A	28223	HUMERA-SOMOSAGUAS-PRADO DEL REY	MADRID	-3.799496	40.407874	1
B79540084	PS	DELICIAS	31		28045	MADRID	MADRID	-3.693438	40.40417	1
B79541330	CL	LOPEZ DE HOYOS	135	4 D	28002	MADRID	MADRID	-3.669893	40.447093	1
B79542031	CL	MARISCAL GUTIERREZ DE OTERO		1 00 LC	28021	MADRID	MADRID	-3.705516	40.345268	3
B79542221	CL	GOBELAS	27	B 2	28023	MADRID	MADRID	-3.823495	40.472913	1
B79543583	CL	LAGASCA	88		28001	MADRID	MADRID	-3.684839	40.430185	1
B79547345	PZ	CONSTITUCION	2	5	28943	FUENLABRADA	MADRID	-3.800346	40.282917	1
B79553434	CL	SAN MAXIMO	31	1 12	28041	MADRID	MADRID	-3.693755	40.376519	1
B79560744	CL	ALCALA	106	8	28009	MADRID	MADRID	-3.614656	40.445552	1
B79566303	CL	PAN DE AZUCAR	33		28034	MADRID	MADRID	-3.708967	40.49368	1
B79569984	CL	GENERAL AMPUDIA	6	8 IZQUIERDA	28003	MADRID	MADRID	-3.715017	40.44221	1
B79587580	CL	OLIVOS DE PEÑANEVADA	3	3 C	28937	MOSTOLES	MADRID	-3.856045	40.32054	1
B79593802	CL	JOSE ABASCAL	18	7 DV	28003	MADRID	MADRID	-3.699022	40.438218	1
B79598918	CL	JUAN HURTADO DE MENDOZA	5		28036	MADRID	MADRID	-3.688568	40.460524	1
B79658944	CR	N-401 (MADRID-TOLEDO)	700	KM 17 ,	28946	FUENLABRADA	MADRID	-3.77185758	40.27300747	6
B79696662	CL	MAESTRO ANGEL LLORCA	2	4 D	28003	MADRID	MADRID	-3.714257	40.442782	1
B79703575	CL	AÑIL	1		28760	TRES CANTOS	MADRID	-3.709	40.595973	1
B79715595	CL	FRANCISCO GIRALTE	1	BAJO L	28002	MADRID	MADRID	-3.678305	40.440485	1
B79717658	AV	GUADALIX	98		28120	SANTO DOMINGO (ALGETE)	MADRID	-3.580281	40.638565	1
B79719027	AV	CONCHA ESPINA	12	5 DC	28036	MADRID	MADRID	-3.687228	40.451775	1
B79727970	CL	PEÑA REDONDERA	30		28430	LOS NEGRALES-LOS LLANOS	MADRID	-4.024442	40.649068	1
B79760583	PS	LAGOS	1	1	28223	HUMERA-SOMOSAGUAS-PRADO DEL REY	MADRID	-3.800572	40.414118	1
B79800223	CL	SAN BERNARDO	123	7 BC	28015	MADRID	MADRID	-3.704792	40.432985	1
B79801007	CL	QUIJADA	8		18010	GRANADA	GRANADA	-3.595862	37.179271	1
B79803896	CL	REAL	3	LO 3 B	28991	TORREJON DE LA CALZADA	MADRID	-3.799454	40.202383	1
B79805487	CL	ERCILLA	17		28005	MADRID	MADRID	-3.702792	40.402726	1
B79808184	CL	DOCTOR FLEMING	31	10 D	28036	MADRID	MADRID	-3.68809	40.461157	1
B79812186	CL	COBALTO	7	1 B	28021	MADRID	MADRID	-3.704245	40.345374	1
B79816823	AV	CONCHA ESPINA	63	5 IZQUIERDA	28016	MADRID	MADRID	-3.679456	40.451758	1
B79817847	AV	O.N.U.	70		28936	MOSTOLES	MADRID	-3.850262	40.317366	1
B79818183	CL	LIMA	52		28945	FUENLABRADA	MADRID	-3.787627	40.293241	1
B79820718	CL	SAN GREGORIO	15	2 IZQUIERDA	28004	MADRID	MADRID	-3.697353	40.423804	1
B79823571	CL	SAN GERMAN	66	LC	28020	MADRID	MADRID	-3.700589	40.457361	1
B79825303	AV	OSA MAYOR	217		28023	MADRID	MADRID	-3.791262	40.456774	1
B79825493	CL	PEZ VOLADOR	40	BJD	28007	MADRID	MADRID	-3.662764	40.413944	1
B79828414	PZ	ESTE	4		28029	MADRID	MADRID	-3.68974	40.471418	1
B79833265	CL	FRANCISCO SUAREZ	20		28036	MADRID	MADRID	-3.681933	40.464554	1
B79833315	CL	ESPIREA	9		28042	MADRID	MADRID	-3.618576	40.451225	1
B79834123	CL	DOS DE MAYO	11		28440	GUADARRAMA	MADRID	-4.085923	40.674721	1
B79836763	CL	PRINCIPE DE ASTURIAS	10		28815	SERRACINES	MADRID	-3.402784	40.621085	1
B79837779	CL	LAGASCA	88	5	28001	MADRID	MADRID	-3.684839	40.430185	1
B79838421	CL	TELENO	6		28939	COTORREDONDO	MADRID	-3.930722	40.243719	1
B79838660	CL	PEÑA DE LA ATALAYA	124	IZQUIERDA	28053	MADRID	MADRID	-3.668916	40.384107	1
B79840146	PS	CASTELLANA	123	IZQUIERDA 9 A	28046	MADRID	MADRID	-3.690738	40.45824	1
B79842746	CL	VERGARA	3		28901	GETAFE	MADRID	-3.731038	40.307703	1
B79851051	CL	CALERUEGA	97	2 C	28033	MADRID	MADRID	-3.668254	40.481616	1
B79851614	PS	LA HABANA	15	3 IZQUIERDA	28036	MADRID	MADRID	-3.688199	40.449859	1
B79855086	CL	PADRE DAMIAN	31	12 IZQUIERDA	28036	MADRID	MADRID	-3.685726	40.459423	1
B79858015	CL	MAQUEDA	30		28024	MADRID	MADRID	-3.765627	40.393558	1
B79860151	CL	ROBLE	19	BAJO LO	40002	SEGOVIA	SEGOVIA	-4.120063	40.943697	1
B79861605	AV	VEGA	11	1 F	28108	ALCOBENDAS	MADRID	-3.629477	40.535085	1
B79862520	CL	VICTOR DE LA SERNA	16	B	28016	MADRID	MADRID	-3.67216	40.453314	1
B79864559	CL	MANUEL MARIA DE ZULUETA	8	1 D	28821	COSLADA	MADRID	-3.565498	40.427514	1
B79865572	AV	IGLESIA	5		28223	HUMERA-SOMOSAGUAS-PRADO DEL REY	MADRID	-3.783792	40.42663	1
B79868675	CL	JUAN DE MARIANA	20	1 A	28045	MADRID	MADRID	-3.685732	40.397712	1
B79879151	CL	BOALITO	47		28770	COLMENAR VIEJO	MADRID	-3.770879	40.663325	1
B79891651	CL	SAN ISIDORO DE SEVILLA	7	BJDE	28005	MADRID	MADRID	-3.711814	40.404545	1
B79897047	CL	CIDRO	2	1 4	28044	MADRID	MADRID	-3.745903	40.368925	1
B79915880	AV	CONCHA ESPINA	17	1 IZQUIERDA	28016	MADRID	MADRID	-3.684528	40.451854	1
B79920633	CL	EL ESPAÑOLETO	17		28010	MADRID	MADRID	-3.69506	40.431314	1
B79925681	CL	NUÑEZ DE BALBOA	25	3	28001	MADRID	MADRID	-3.683033	40.424079	1
B79933560	AV	PRINCIPE DE ASTURIAS	129	LO A	28670	VILLAVICIOSA DE ODON	MADRID	-3.902435	40.356197	1
B79942371	UR	CC CAPRICHO	4		29602	MARBELLA	MALAGA	-4.91782648	36.52652318	6
B79955191	CL	O'DONNELL	10	4 IZQUIERDA	28009	MADRID	MADRID	-3.678516	40.421538	1
B79960662	CL	RIO	8		28320	LAS ARENAS (PINTO)	MADRID	-3.684306	40.271339	1
B79966487	CL	BARRANQUILLO	7		28500	ARGANDA	MADRID	-3.441168	40.300285	1
B79972741	CL	ERIDANO	6	BA A	28023	MADRID	MADRID	-3.785855	40.457003	1
B79977773	AV	NACIONES	36	7 A	28943	FUENLABRADA	MADRID	-3.804545	40.280287	1
B79978045	CL	ENMEDIO	48	1 02	28850	TORREJON DE ARDOZ	MADRID	-3.47868559	40.45703318	5
B79981734	CL	BURRIANA	32		28042	MADRID	MADRID	-3.586792	40.464553	1
B79987103	CL	VELAZQUEZ	27	PA C	28001	MADRID	MADRID	-3.68451	40.424458	1
B79992491	CL	SAGASTA	27	3	28004	MADRID	MADRID	-3.698023	40.428206	1
B79994067	AV	PIO XII	5		28016	MADRID	MADRID	-3.676801	40.460944	1
B79994943	PS	SAN FRANCISCO DE SALES	38		28003	MADRID	MADRID	-3.712884	40.442313	1
B79997979	CL	VILLACONEJOS	12		28925	VENTORRO DEL CANO	MADRID	-3.83053137	40.37123475	6
B80006489	CL	DRACENA	34	SS A	28016	MADRID	MADRID	-3.668713	40.463649	1
B80010457	CL	CAÑAVERAL	97	2 A	28029	MADRID	MADRID	-3.69203	40.471476	1
B80014467	CL	LOPEZ DE HOYOS	62	7 D	28002	MADRID	MADRID	-3.679817	40.440719	1
B80018815	PZ	CORREGIDOR SANCHO DE CORDOBA	3	2 B	28030	MADRID	MADRID	-3.652853	40.407983	1
B80021843	CL	MURCIA	20	2 F	28045	MADRID	MADRID	-3.692292	40.405069	1
B80025265	CL	ISAAC PERAL	42	15	28015	MADRID	MADRID	-3.717681	40.438779	1
B80026388	CL	ZURBARAN	8		28010	MADRID	MADRID	-3.693509	40.429521	1
B80026420	CL	URANO	11		28224	POZUELO DE ALARCON	MADRID	-3.793163	40.442611	1
B80028640	CL	CASTILLO DE PONFERRADA	32		28692	VILLAFRANCA DEL CASTILLO-LA MOCHA CHICA	MADRID	-3.952926	40.466865	1
B80030166	CL	ANTONIO CAVERO	80		28043	MADRID	MADRID	-3.654935	40.462313	1
B80032253	CL	DOCTOR CASTELO	21	LC	28009	MADRID	MADRID	-3.676972	40.420439	1
B80036056	AV	EUROPA	4		28108	ALCOBENDAS	MADRID	-3.660876	40.519757	1
B80043136	RD	SADEDILLA	15	2 C	28221	MAJADAHONDA	MADRID	-3.85319326	40.46725695	6
B80046907	CL	VIRGEN DE LA FUENCISLA	2		28027	MADRID	MADRID	-3.653907	40.436508	1
B80055452	CL	O'DONNELL	31	1 B	28009	MADRID	MADRID	-3.676749	40.421647	1
B80058720	CL	LADERA DE LOS ALMENDROS	40	4	28032	MADRID	MADRID	-3.625753	40.397267	1
B80059421	CL	GARIBAY	4	1 B	28007	MADRID	MADRID	-3.671431	40.403714	1
B80062763	CL	DISCOBOLO	43	00	28022	MADRID	MADRID	-3.613614	40.442522	1
B80063365	CL	VICTORIA	9		28012	MADRID	MADRID	-3.70183	40.415687	1
B80065675	CL	FERNANDO EL SANTO	21		28010	MADRID	MADRID	-3.691691	40.428127	1
B80067820	CL	NICARAGUA	15		28016	MADRID	MADRID	-3.671189	40.457644	1
B80069958	CL	PEDRO LABORDE	6		28038	MADRID	MADRID	-3.64735	40.389662	1
B80073661	CL	GINZO DE LIMIA	55	12 B	28034	MADRID	MADRID	-3.709277	40.485065	1
B80074214	CL	ALCALA	402		28027	MADRID	MADRID	-3.640162	40.436864	1
B80074545	CL	NOBEL P I SAN MARCOS	5		28906	GETAFE	MADRID	-3.69459629	40.29550495	6
B80074818	CL	MACHES GOMEZ	2		28821	COSLADA	MADRID	-3.56426	40.427547	1
B80078447	CL	ESCORIAZA	11	BAJO IZQUIERDA	28041	MADRID	MADRID	-3.695153	40.351997	1
B80080559	CR	M-408 (PARLA-PINTO)	2		28983	PARLA	MADRID	-3.759803	40.239687	1
B80084924	AV	O.N.U.	23		28936	MOSTOLES	MADRID	-3.851596	40.326123	1
B80085962	CL	AGUSTIN DE BETANCOURT	21	8	28003	MADRID	MADRID	-3.695366	40.444915	1
B80086101	CL	ABETOS	27		28223	MONTECLARO-LA CABAÑA	MADRID	-3.847236	40.450831	1
B80086903	CL	DRACENA	40		28016	MADRID	MADRID	-3.668546	40.463909	1
B80087554	CL	POETA JOAN MARAGALL	15	IZQUIERDA 1 C	28020	MADRID	MADRID	-3.692626	40.456067	1
B80095565	CL	SIERRA DEL BREZO	16	BAJO A	28031	MADRID	MADRID	-3.619784	40.372119	1
B80096274	CL	PRINCIPE DE VERGARA	44		28001	MADRID	MADRID	-3.679793	40.42899	1
B80097686	CL	SAN ISIDRO	1	2 C	28850	TORREJON DE ARDOZ	MADRID	-3.479631	40.458018	1
B80098460	CL	ENRIQUE LAFUENTE FERRARI	28		28055	MADRID	MADRID	-3.644269	40.506092	1
B80099013	CL	MARQUESAS	9		28850	TORREJON DE ARDOZ	MADRID	-3.481909	40.458243	1
B80100845	CL	LOPEZ DE HOYOS	36		28006	MADRID	MADRID	-3.682221	40.439408	1
B80102205	CL	PRINCIPE DE VERGARA	14	7	28001	MADRID	MADRID	-3.680185	40.424519	1
B80102528	CL	PARVILLAS ALTAS	6		28021	MADRID	MADRID	-3.70782	40.344875	1
B80104797	AV	BETANZOS	81	BJPTD	28034	MADRID	MADRID	-3.714098	40.481261	1
