REG_NUMBER	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION
A01005529	AV	LOS OLMOS	1	OF 12	01013	VITORIA-GASTEIZ	ALAVA	-2.6534	42.873686	1
A01006394	PL	EUROPA	2		08902	L'HOSPITALET DE LLOBREGAT	BARCELONA	2.126067	41.358669	1
A01009612	CL	BEKOLARRA	6	B	01010	VITORIA-GASTEIZ	ALAVA	-2.714457	42.858076	1
A01014778	CL	EL PRADO	8	1	01005	VITORIA-GASTEIZ	ALAVA	-2.674506	42.846073	1
A01020759	CR	VITORIA SANTA C	24	B	01110	SANTA CRUZ DE CAMPEZO/SANTIKURUTZE KANPEZU	ALAVA	-2.36074311	42.68691942	5
A01023167	CL	REYES CATOLICOS	999		01002	VITORIA-GASTEIZ	ALAVA	-2.65315895	42.85012887	6
A01025741	AL	URQUIJO	36	1	48011	BILBAO	VIZCAYA	-2.936937	43.260685	1
A01034784	CL	GORBEA	50	B	01012	VITORIA-GASTEIZ	ALAVA	-2.678929	42.854541	1
A01037852	CL	TXIRULA	4		01006	VITORIA-GASTEIZ	ALAVA	-2.665861	42.838105	1
A01043306	CL	HERMINIO MADINAVEITIA	18	B	01006	VITORIA-GASTEIZ	ALAVA	-2.671397	42.837076	1
A01113505	CL	UZBINA	24	13	01015	VITORIA-GASTEIZ	ALAVA	-2.74158	42.835367	3
A01114891	CL	POSTAS	14	1	01001	VITORIA-GASTEIZ	ALAVA	-2.673124	42.846042	1
A01156546	CL	URIETA KALEA	5	1	01470	AMURRIO	ALAVA	-2.999496	43.077663	1
A01234442	BO	YURRE CTRA	1	KM 417 00	20212	OLABERRIA	GIPUZKOA	-2.20678957	43.02417699	5
A01274927	CL	GEREZPEA	15	B	01015	VITORIA-GASTEIZ	ALAVA	-2.732282	42.83774	1
A01280353	CL	SALINAS A ANA			01426	SALINAS DE AÑANA/GESALTZA AÑANA	ALAVA	-2.99154157	42.8136566	5
A01405042	CR	NACIONAL 104	5		01192	ARKAUTI/ARCAUTE	ALAVA	-2.56516291	42.87055953	6
A02000974	AV	CANTABRIA CIUD GRUP SANT		1	28660	BOADILLA DEL MONTE	MADRID	-3.87285608	40.40220278	6
A02011500	UR	VILLACERRADA			02006	ALBACETE	ALBACETE	-1.91929179	38.94058077	6
A02052090	CL	TEODORO CAMINO	21		02002	ALBACETE	ALBACETE	-1.855234	38.991163	1
A02055150	CL	SAN AGUSTIN	14	1 F	02001	ALBACETE	ALBACETE	-1.851955	38.994032	1
A02062602	CL	C (CAMPOLLANO)	5		02006	BACARIZA (ALBACETE)	ALBACETE	-1.91929179	38.94058077	6
A02064665	CL	TORRES QUEVEDO	37	5 C	02003	ALBACETE	ALBACETE	-1.861898	38.990354	1
A02070233	CL	BLASCO DE GARAY	11	2 IZQUIERDA	02003	ALBACETE	ALBACETE	-1.859105	38.991723	1
A02151868	PQ	EMPRESARIAL CAMPOLLANO CA	6		02007	ALBACETE	ALBACETE	-1.88163173	39.01988415	6
A02157808	CL	EL CURA	7	EN	02001	ALBACETE	ALBACETE	-1.857101	38.995686	1
A02182715	AV	EUROPA	18		28108	ALCOBENDAS	MADRID	-3.656841	40.515149	1
A02198232	PS	CIRCUNVALACION	103		02003	ALBACETE	ALBACETE	-1.864873	38.985562	1
A02240307	CL	LIBERTAD	20		02400	HELLIN	ALBACETE	-1.698452	38.510692	1
A03006897	CL	LA MAR	9	BAJO	03590	ALTEA	ALICANTE	-0.048158	38.599518	1
A03008059	AV	DOCTOR RAMON YCAJAL	6	7 IZQUIERDA	03003	ALICANTE/ALACANT	ALICANTE	-0.49131184	38.3415593	6
A03020948	AV	MAISONNAVE	18	6 4	03003	ALICANTE/ALACANT	ALICANTE	-0.490675	38.343575	1
A03065745	AV	MAISONNAVE	41	5	03003	ALICANTE/ALACANT	ALICANTE	-0.492172	38.343292	1
A03124864	AV	ALMIRALL BERNAT DE SARRIA	8	1	03503	BENIDORM	ALICANTE	-0.110751	38.540485	1
A03134806	AV	SEGOVIA	67	BAJO	47013	VALLADOLID	VALLADOLID	-4.720292	41.640782	1
A03160454	AV	PAIS VALENCIA	4		03720	BENISSA	ALICANTE	0.05797	38.716385	1
A03182383	PD	CANASTELL	137		03690	SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG	ALICANTE	-0.53449307	38.42720432	6
A03182557	CL	MARQUES DE CAMPO	36	BAJO	03700	DENIA	ALICANTE	0.108925	38.840407	1
A03199056	CL	ANGEL	2		03203	ELCHE/ELX	ALICANTE	-0.698607	38.26254	1
A03319019	CL	DOCTOR PEREZ MATEO	5	4 6 A	03550	SANT JOAN D'ALACANT	ALICANTE	-0.435863	38.394693	1
A03324035	AV	CUENCA	14		03503	BENIDORM	ALICANTE	-0.116773	38.53982	1
A03349768	AV	JUAN CARLOS I	20	BAJO	03710	SAN GABRIEL	ALICANTE	0.071457	38.641901	1
A03404324	AV	PAIS VALENCIA	210		03720	BENISSA	ALICANTE	0.046528	38.713405	1
A03408325	AV	CREVILLENTE	71		03205	ELCHE/ELX	ALICANTE	-0.72426184	38.26443219	6
A03415817	CL	CALDERON DE LA BARCA	17		03004	ALICANTE/ALACANT	ALICANTE	-0.485797	38.349735	1
A03417524	RD	MURALLES	17		03700	DENIA	ALICANTE	0.102687	38.841853	1
A03442506	CL	ARGENTINA UR PANORAMA	1	L 7	03530	LA NUCIA	ALICANTE	-0.12040992	38.60073754	6
A03460201	CL	MUNTANER 293	295	5 1	08021	BARCELONA	BARCELONA	2.08290324	41.41751966	6
A03468246	LG	CAMPOAMOR		EDIFICIO TURIA	03300	ORIHUELA	ALICANTE	-0.94229262	38.08696221	6
A03477114	CL	BARRERA	10		03410	BIAR	ALICANTE	-0.766746	38.627349	1
A03497070	CL	CALDERON	1		03700	DENIA	ALICANTE	0.110822	38.840591	1
A03843992	CL	PEDRO DE VALDIVIA	31		28006	MADRID	MADRID	-3.679384	40.438722	1
A04005302	CR	A-92A	125		04410	BENAHADUX	ALMERIA	-2.47385646	36.91605715	6
A04015129	LG	LLANO DE LA HERRA	23		04869	LLANO DE LA HERRA	ALMERIA	-2.26752824	37.36541994	5
A04021457	AV	OASIS	37		04700	EL EJIDO	ALMERIA	-2.800115	36.772222	1
A04033353	CL	LEANDRO FERNANDEZ MORATIN	3		04007	ALMERIA	ALMERIA	-2.450361	36.835651	1
A04037321	CL	CARDENAL HERRERA ORIA	11		04005	ALMERIA	ALMERIA	-2.455651	36.840787	1
A04037867	AV	BULEVAR DE EL EJIDO	332		04700	EL EJIDO	ALMERIA	-2.812853	36.77337	1
A04043352	CL	ALTAMIRA	5	1	04005	ALMERIA	ALMERIA	-2.458799	36.838061	1
A04050019	CL	JOSE MORALES ABAD		EDIFICIO JARQ	04007	ALMERIA	ALMERIA	-2.457393	36.832414	3
A04055828	CL	PASAJE DEL LIBRO	2	3	04770	ADRA	ALMERIA	-3.01588958	36.74732652	5
A04061008	CR	RONDA			04620	VERA	ALMERIA	-1.857561	37.240462	3
A04062667	CL	CUENCA	6		04740	ROQUETAS DE MAR	ALMERIA	-2.614106	36.757652	1
A04101382	CL	CAMINO INGENIO	21		04770	ADRA	ALMERIA	-3.013166	36.746282	1
A04101952	CL	SANTIAGO BERNABEU	4		04410	BENAHADUX	ALMERIA	-2.47632821	36.91350929	5
A04110789	AV	BULEVAR DE EL EJIDO	210		04700	EL EJIDO	ALMERIA	-2.818178	36.772531	1
A04115812	AV	MARIANO HERNANDEZ UR ROQ	15		04740	ROQUETAS DE MAR	ALMERIA	-2.62520844	36.75592418	6
A04119715	BU	CIUDAD DE VICAR	1012		04738	LA GANGOSA	ALMERIA	-2.633974	36.803197	1
A04121943	PS	PALMERAL AGUADULCE	4	6 B	04720	EL PARADOR DE LAS HORTICHUELAS	ALMERIA	-2.5853567	36.82625119	6
A04203923	CR	NACIONAL 340		KM 410,2	04700	EL EJIDO	ALMERIA	-2.81208198	36.77241848	6
A04267001	LG	LA CUMBRE			04717	SAN AGUSTIN (EL EJIDO)	ALMERIA	-2.72536931	36.70828139	5
A04334934	AV	FEDERICO GARCIA LORCA	92	7 B	04005	ALMERIA	ALMERIA	-2.458399	36.840764	1
A05004189	CL	VIRIATO	55	5 E	28010	MADRID	MADRID	-3.697629	40.43574	1
A05014568	CL	PASEO DE LA ESTACION	17		05001	ALAMEDILLA DEL BERROCAL	AVILA	-4.685986	40.657078	1
A05017454	CL	EL TOMILLAR	1		05200	AREVALO	AVILA	-4.708649	41.050833	1
A05021381	CL	LOS REGAJALES	1		05400	ARENAS DE SAN PEDRO	AVILA	-5.076692	40.208616	1
A05025879	CL	REVENTON	2		05480	CANDELEDA	AVILA	-5.243199	40.157126	1
A06004246	CL	FRANCISCO PIZARRO	56	1 A	06200	ALMENDRALEJO	BADAJOZ	-6.405951	38.680943	3
A06006019	CL	LA MASO	81	A	28034	MADRID	MADRID	-3.714353	40.486358	1
A06006993	PG	IND NEVERO PAR F	6		06006	BADAJOZ	BADAJOZ	-7.02528647	38.88228411	6
A06008460	PG	IND SAN ISIDRO P A 25	25		06400	DON BENITO	BADAJOZ	-5.89915431	38.86943368	6
A06009104	AV	SINFORIANO MADROÑERO	24		06011	BADAJOZ	BADAJOZ	-6.989114	38.868151	1
A06010870	CL	GRACIANO	40		06800	MERIDA	BADAJOZ	-6.343175	38.912175	1
A06028120	PG	INDUSTRIAL EL NEVERO	11	PARCELA H	06006	BADAJOZ	BADAJOZ	-7.02528647	38.88228411	6
A06029409	AV	PRIMO DE RIVERA	1	DC 2 DC	15006	A CORUÑA	A CORUÑA	-8.404928	43.36086	1
A06031322	CL	JUAN CARLOS I REY DE ESPAÑA	2		06002	BADAJOZ	BADAJOZ	-6.973034	38.875489	1
A06035588	AV	HUELVA	12	BAJO	06005	BADAJOZ	BADAJOZ	-6.975321	38.873472	1
A06047260	CL	JACOBO RODRIGUEZ PEREIRA	1		06010	BADAJOZ	BADAJOZ	-6.978949	38.86952	1
A06048698	CL	PILONES CRT 413		KM 164	06443	CAMPILLO DE LLERENA	BADAJOZ	-5.80318032	38.50502218	5
A06049720	CL	JUAN RAMON JIMENEZ	8	1	28036	MADRID	MADRID	-3.686803	40.458606	1
A06116115	CL	NUEVA SAN FRANCISCO	2		06002	BADAJOZ	BADAJOZ	-6.96791957	38.87789074	6
A06135362	CL	SOR AGUSTINA	4		06002	BADAJOZ	BADAJOZ	-6.972126	38.875623	1
A06179873	CR	BADAJOZ GRANADA	32		06150	SANTA MARTA	BADAJOZ	-6.63608255	38.65847782	5
A06182851	AV	AMERICA	24	2 B	06200	ALMENDRALEJO	BADAJOZ	-6.407168	38.678099	1
A06185656	CL	GODOFREDO ORTEGA Y MUÑOZ	34	E A	06011	BADAJOZ	BADAJOZ	-6.986756	38.86657	1
A06194872	CL	SANCHEZ RIVERA	1		06480	MONTIJO	BADAJOZ	-6.615438	38.909202	1
A06307938	CL	SANTO CRISTO	75		06225	RIBERA DEL FRESNO	BADAJOZ	-6.24588987	38.57397038	6
A06333264	CL	CASTELNOVO	7		06700	VILLANUEVA DE LA SERENA	BADAJOZ	-5.799929	38.976698	1
A07001027	CL	JOSE ORTEGA Y GASSET	29	7	28006	MADRID	MADRID	-3.683037	40.430358	1
A07002066	AV	ELCHE	178	2	03008	ALICANTE/ALACANT	ALICANTE	-0.534927	38.301454	1
A07005945	CL	OMELADES	2	2 1	07012	PALMA	ILLES BALEARS	2.644903	39.574323	1
A07006802	CL	SIRENES	17		07181	BADIA DE PALMA	ILLES BALEARS	2.535621	39.496457	1
A07007834	PL	RAMON LLULL	14		07500	MANACOR	ILLES BALEARS	3.212202	39.566455	1
A07008626	PJ	GALERIAS JAIME III	2	7 F	07012	PALMA	ILLES BALEARS	2.64438556	39.57276158	5
A07008998	AV	PINS	61		07590	PEDRUSCADA	ILLES BALEARS	3.45424	39.695242	1
A07009475	CL	PINS	15		07610	CAN PASTILLA	ILLES BALEARS	2.712516	39.535656	1
A07010283	CL	ARTRUTX	10	H 2 3	07714	POIMA	ILLES BALEARS	4.243071	39.883308	1
A07012214	CL	CREU	44		07180	SANTA PONÇA	ILLES BALEARS	2.468825	39.512511	1
A07016884	CR	CANA		KM 3	07840	SANTA EULARIA DES RIU	ILLES BALEARS	1.53784	38.986924	1
A07017007	CL	ANTONI MARIA ALCOVER	9		07300	INCA	ILLES BALEARS	2.904765	39.714711	1
A07017965	CL	VELAZQUEZ	8		07002	PALMA	ILLES BALEARS	2.654458	39.573092	1
A07022130	CL	VELAZQUEZ	8	1 1	07002	PALMA	ILLES BALEARS	2.654458	39.573092	1
A07022536	PS	LA HABANA	9	3	28036	MADRID	MADRID	-3.689489	40.449905	1
A07025190	CL	MAS			07170	VALLDEMOSSA	ILLES BALEARS	2.61997413	39.70391929	5
A07026578	CL	VELAZQUEZ	8		07002	PALMA	ILLES BALEARS	2.654458	39.573092	1
A07027063	CL	BARO DE PINOPAR	4	4 C	07012	PALMA	ILLES BALEARS	2.648229	39.575305	1
A07028657	CL	BIJUTERS	34	POLIGONO INDUSTRIAL	07760	CIUTADELLA DE MENORCA	ILLES BALEARS	3.84416079	40.00472309	6
A07029218	CL	SIRENES	17		07181	BADIA DE PALMA	ILLES BALEARS	2.535621	39.496457	1
A07029549	CL	CARLES III	86	2 2	08028	BARCELONA	BARCELONA	2.127439	41.385631	1
A07030679	CL	MUELLE VIEJO	6	4	07012	PALMA	ILLES BALEARS	2.64334796	39.57020949	6
A07031321	CL	ANGEL	12	1	07703	MAO	ILLES BALEARS	4.264252	39.888338	1
A07033277	CM	CALETA	5		07760	CIUTADELLA DE MENORCA	ILLES BALEARS	3.835778	39.984077	1
A07033863	CM	VIEJO GUITARD			07340	ALARO	ILLES BALEARS	2.80308291	39.72297812	6
A07034770	CL	POETA JOAN MARAGALL	20	BAJO	28020	MADRID	MADRID	-3.692047	40.457061	1
A07036494	CL	ALACANT	30	POLIGONO BUGADELLE	07180	GALATZO	ILLES BALEARS	2.506511	39.527518	1
A07040223	AV	PUNTO ES	4		28805	ALCALA DE HENARES	MADRID	-3.34161	40.51357	1
A07042872	CL	PONTARRO	43		07340	ALARO	ILLES BALEARS	2.791898	39.708371	1
A07049547	CL	CECILI METEL	10	A 4 2	07003	PALMA	ILLES BALEARS	2.65121	39.576626	1
A07051642	CL	SETZE DE JULIOL	85	1 D	07009	POLIGON INDUSTRIAL DE SON CASTELLO	ILLES BALEARS	2.661451	39.608154	1
A07051881	CL	TALLERS	45	A PR 1	08001	BARCELONA	BARCELONA	2.167896	41.384762	1
A07052053	CL	POETA JOSEP M. LLOMPART	12		07500	MANACOR	ILLES BALEARS	3.21770248	39.56556557	5
A07054885	CR	PALMA ARTA		KM 30	07230	MONTUIRI	ILLES BALEARS	2.99192661	39.56461963	6
A07055015	CL	SETZE DE JULIOL	85	1 E	07009	POLIGON INDUSTRIAL DE SON CASTELLO	ILLES BALEARS	2.661451	39.608154	1
A07059280	CL	CAN VALERO (POLIG INDUS CAN VALERO)	38	2	07011	POLIGON INDUSTRIAL DE CAN VALERO	ILLES BALEARS	2.629662	39.597931	1
A07065188	CL	BLANQUERNA	40	1	07300	INCA	ILLES BALEARS	2.913786	39.717563	1
A07068158	LG	REST BRISAMARÑCALOBRA SN			07315	ESCORCA	ILLES BALEARS	2.84810292	39.82799034	5
A07075666	PG	LA RAMBLA	3		07003	PALMA	ILLES BALEARS	2.650292	39.572494	1
A07085970	PG	21 CASA	119		07819	SANTA EULARIA DES RIU	ILLES BALEARS	1.44817813	38.94031792	6
A07099500	CL	GREMI DE SELLETERS I BASTERS	14		07009	POLIGON INDUSTRIAL DE SON CASTELLO	ILLES BALEARS	2.658799	39.605104	1
A07101173	CL	MEDELLIN	5	BA C	07006	PALMA	ILLES BALEARS	2.671175	39.563002	1
A07109523	AV	GABRIEL ROCA	13		07014	PALMA	ILLES BALEARS	2.63071	39.568002	1
A07114408	CL	JOSEP COSTA I FERRER	5		07015	SANT AGUSTI	ILLES BALEARS	2.610802	39.551502	1
A07123516	LG	CA TURRENT S JORDI			07817	SANT JOSEP DE SA TALAIA	ILLES BALEARS	1.30175185	38.91407964	5
A07126469	CL	BISBE MIRALLES	4	BAJO	07015	SANT AGUSTI	ILLES BALEARS	2.61758	39.55609	1
A07134844	CL	ASIMA	4	7	07009	POLIGON INDUSTRIAL DE SON CASTELLO	ILLES BALEARS	2.673032	39.603106	1
A07150451	CL	SETZE DE JULIOL	25		07009	POLIGON INDUSTRIAL DE SON CASTELLO	ILLES BALEARS	2.663913	39.598699	1
A07150469	CL	SANTA PRAXEDIS	7	4 D	07015	SANT AGUSTI	ILLES BALEARS	2.598562	39.550843	1
A07153711	PG	MARITIM	28	4	07400	PORT D'ALCUDIA	ILLES BALEARS	3.13488	39.841022	1
A07156896	PG	BARTOMEU BARCELO I MIR	17		07006	PALMA	ILLES BALEARS	2.670872	39.560568	1
A07158462	CL	CONRADORS ESQ MONTANYA	46	A	07141	MARRATXI	ILLES BALEARS	2.72884168	39.62353636	6
A07161649	PG	TRAVES	3		07108	EL PORT (SOLLER)	ILLES BALEARS	2.696478	39.79328	1
A07162506	CL	ORATORI	4		07181	PORTALS NOUS	ILLES BALEARS	2.57348	39.533605	1
A07170483	CL	RAFAEL LLUIS BLANES I MASSANET	14		07007	PALMA	ILLES BALEARS	2.668363	39.574995	1
A07171796	CL	PEREZ GALDOS	19	BAJO	07006	PALMA	ILLES BALEARS	2.660425	39.566382	1
A07192180	CL	DEL MAR	5	BAJO	07840	SANTA EULARIA DES RIU	ILLES BALEARS	1.53070238	38.98287158	5
A07199490	AV	COMTE DE SALLENT	23	3	07003	PALMA	ILLES BALEARS	2.649511	39.578051	1
A07207533	CL	MAZAGAN	52		07014	PALMA	ILLES BALEARS	2.630711	39.575465	1
A07209059	AV	BENVINGUTS	64		07660	CALA D'OR (SANTANYI)	ILLES BALEARS	3.226885	39.378784	1
A07216450	LG	HOSTAL CALA MOLI			07830	SANT JOSEP DE SA TALAIA	ILLES BALEARS	1.30175185	38.91407964	5
A07220007	UR	CALA BLANCA MAGALUF	33		07181	CALVIA	ILLES BALEARS	2.53263659	39.50987835	6
A07220346	AV	TOUROPERADOR TI	18		35100	SAN BARTOLOME DE TIRAJANA	LAS PALMAS	-15.59201618	27.90313929	5
A07221179	CL	POU FLORIT	98		07260	PORRERES	ILLES BALEARS	3.025735	39.51416	1
A07230329	CL	MADRID	3		07820	SANT ANTONI DE PORTMANY	ILLES BALEARS	1.299361	38.978658	1
A07233836	CL	TAGA	4	BA	08508	VINYOLES	BARCELONA	2.234243	42.036492	1
A07247745	PG	CAP D'ES TOLL			07680	PORTO CRISTO	ILLES BALEARS	3.373022	39.564534	3
A07259039	CL	CAPITA VILA	14	5 2	07007	PALMA	ILLES BALEARS	2.6648	39.573099	1
A07263676	CL	BISBE ROIG	49		07620	LLUCMAJOR	ILLES BALEARS	2.885199	39.488314	1
A07266505	AV	MAGALUF	10	BAJO 1	07181	MAGALUF	ILLES BALEARS	2.532972	39.506108	1
A07267487	CL	PERE ANTONI SERVERA, DEN	21		07550	SON SERVERA	ILLES BALEARS	3.359126	39.621925	1
A07269004	CL	AMARGURA	5	1	07500	MANACOR	ILLES BALEARS	3.210845	39.570002	1
A07271976	AV	GABRIEL ROCA	13		07014	PALMA	ILLES BALEARS	2.63071	39.568002	1
A07285273	CL	MENORCA	1		07530	SANT LLORENÇ DES CARDASSAR	ILLES BALEARS	3.288065	39.614487	1
A07287345	CL	SANT MIQUEL	30	5 A	07002	PALMA	ILLES BALEARS	2.652172	39.573294	1
A07297583	CL	PERE MARTELL	35	2 B	07003	PALMA	ILLES BALEARS	2.649588	39.579568	1
A07299704	PZ	CARME	15		07702	MAO	ILLES BALEARS	4.265991	39.888364	1
A07300270	CL	CURNIOLA	8		07714	POIMA	ILLES BALEARS	4.239755	39.887295	1
A07302243	CL	AGUSTI CATANY	8		07600	LAS MARAVILLAS	ILLES BALEARS	2.747324	39.51684	1
A07308935	UR	ANFORAS SN		1 D	07400	ALCUDIA	ILLES BALEARS	3.11238684	39.84232204	6
A07309214	CL	BALANGUERA	18	1	07011	PALMA	ILLES BALEARS	2.641676	39.57855	1
A07309669	CL	ARAGO	20	1 C	07006	PALMA	ILLES BALEARS	2.658534	39.574423	1
A07403074	AV	JAUME III	3	2 A	07012	PALMA	ILLES BALEARS	2.646395	39.571496	1
A07405624	CL	SON XERUBI	1	C	07560	CALA MILLOR	ILLES BALEARS	3.382016	39.604267	1
A07406770	CL	ILLES BALEARS	31		07180	GALATZO	ILLES BALEARS	2.503405	39.530013	1
A07411069	CL	PERE D'ALCANTARA PENYA	3		07006	PALMA	ILLES BALEARS	2.658822	39.571681	1
A07411200	CL	BARO DE PINOPAR	4	4 C	07012	PALMA	ILLES BALEARS	2.648229	39.575305	1
A07411697	CL	JOAN MUNTANER I BUJOSA	27		07011	PALMA	ILLES BALEARS	2.634531	39.583678	1
A07415193	CL	ALMIRALL OQUENDO	13		07014	PALMA	ILLES BALEARS	2.629752	39.569957	1
A07424393	CL	ANTONI MULET	45		07150	ANDRATX	ILLES BALEARS	2.424437	39.577266	1
A07428824	CR	S JUAN PRATS BELLMUNT		KM 14	07810	SANT JOAN DE LABRITJA	ILLES BALEARS	1.52844513	39.08289167	5
A07429145	CL	CISTERNA	1		07400	ALCUDIA	ILLES BALEARS	3.121305	39.852984	1
A07430515	PS	L ABREDA UR VERI		PR	07620	LLUCMAJOR	ILLES BALEARS	2.8631065	39.45143096	6
A07431000	CR	MARIA LLUBI		KM 3 5	07430	LLUBI	ILLES BALEARS	3.02439459	39.69943076	6
A07431570	CM	SALARD	2	C A	07008	PALMA	ILLES BALEARS	2.679067	39.589783	1
A07432230	CL	ALMADRAVA, DE S'		EDIFICIO AUBA	07870	LA SABINA (FORMENTERA)	ILLES BALEARS	1.4166	38.731671	3
A07439433	PG	MALLORCA	2		07012	PALMA	ILLES BALEARS	2.642089	39.571328	1
A07444714	CL	SANT JAUME	76		07840	SANTA EULARIA DES RIU	ILLES BALEARS	1.535996	38.98578	1
A07450620	CL	VARA DE REY	33	1 B	07820	SANT ANTONI DE PORTMANY	ILLES BALEARS	1.29946	38.980662	1
A07459605	AP	R CLAPES CALA LLONGA			07840	SANTA EULARIA DES RIU	ILLES BALEARS	1.52975796	38.98398025	6
A07480130	CL	GASPAR PUIG	6	0102	07800	EIVISSA	ILLES BALEARS	1.432448	38.91098	1
A07553704	CL	VELAZQUEZ	8		07002	PALMA	ILLES BALEARS	2.654458	39.573092	1
A07567670	CL	SINTES	2	BAJO	07003	PALMA	ILLES BALEARS	2.651487	39.572175	1
A07594211	PL	COMTAT DEL ROSSELLO	4		07002	PALMA	ILLES BALEARS	2.65462	39.574083	1
A07632987	CL	FRA JUNIPER SERRA	11		07014	PALMA	ILLES BALEARS	2.629497	39.569393	1
A07677990	CL	REINA ESCLARMUNDA	5	EN C	07003	PALMA	ILLES BALEARS	2.651569	39.576177	1
A07697220	CL	ALFONS EL MAGNANIM	16	EN B	07004	PALMA	ILLES BALEARS	2.653072	39.583485	1
A07745623	CL	GENERAL RIERA	154		07010	PALMA	ILLES BALEARS	2.642177	39.59571	1
A08010068	CL	TRAFALGAR	19	0402	08010	BARCELONA	BARCELONA	2.175397	41.389033	1
A08017253	CL	SANT VALENTI	144		08221	TERRASSA	BARCELONA	2.009609	41.567291	1
A08040214	CL	JOSEP BALARI	16	04 A	08022	BARCELONA	BARCELONA	2.13491	41.401827	1
A08046187	AV	DIAGONAL	453	SA	08036	BARCELONA	BARCELONA	2.148805	41.393515	1
A08047722	AV	GENERAL PERON	38	9 1	28020	MADRID	MADRID	-3.693294	40.452162	1
A08049363	CL	CIUTAT DE BALAGUER	19	BAJO	08022	BARCELONA	BARCELONA	2.13589	41.402728	1
A08056087	CL	COPERNIC	89	3	08006	BARCELONA	BARCELONA	2.143831	41.402292	1
A08066045	CL	SANT ANTONI	32		08221	TERRASSA	BARCELONA	2.016737	41.564296	1
A08074692	CL	CASANOVA	148		08036	BARCELONA	BARCELONA	2.153962	41.389196	1
A08077323	PG	SANT JOAN	124	1 3	08037	BARCELONA	BARCELONA	2.168291	41.400715	1
A08086126	CM	PLANS DE CAN BONVILAR	17		08227	TERRASSA	BARCELONA	2.04559504	41.58428049	5
A08099012	CL	COMTE D'URGELL	63	BAJO 01	08011	BARCELONA	BARCELONA	2.157835	41.382396	1
A08103020	CL	CORTS CATALANES	637	02 1 B	08010	BARCELONA	BARCELONA	2.171115	41.391873	1
A08105405	CL	FOLGUEROLES	9	02 02	08022	BARCELONA	BARCELONA	2.135325	41.408597	1
A08106379	PJ	CASES ALSINA			08680	GIRONELLA	BARCELONA	1.881922	42.036638	3
A08109225	RD	GENERAL MITRE	227	EN	08023	BARCELONA	BARCELONA	2.145404	41.405705	1
A08109357	AV	RONCESVALLES / ORREAGA ETORBIDEA	2	06	31002	PAMPLONA/IRUÑA	NAVARRA	-1.640971	42.815151	1
A08109480	CL	ANIMES	224	BX	08370	CALELLA	BARCELONA	2.66436815	41.61608488	5
A08112047	CL	VILADOMIU			08692	PUIG-REIG	BARCELONA	1.86863786	41.96569794	6
A08117129	CL	GIRONA	4	01 01	08010	BARCELONA	BARCELONA	2.176618	41.390707	1
A08118135	CL	MAJOR			07740	ES MERCADAL	ILLES BALEARS	4.092403	39.988449	3
A08118663	CL	MAHONIA	2		28043	MADRID	MADRID	-3.619062	40.456628	1
A08120123	CL	PINTOR VILACINCA	24		08213	POLIGONO 1	BARCELONA	2.155676	41.545962	1
A08128332	PG	MARITIM	241	BAJO	08860	CASTELLDEFELS	BARCELONA	1.967788	41.265708	1
A08130486	CR	BARCELONA A PUIGCERDA		KM 1,5	08110	MONTCADA CENTRE	BARCELONA	2.181028	41.472262	3
A08133035	CL	ROSSELLO	184	0201	08008	BARCELONA	BARCELONA	2.156438	41.392533	1
A08135717	CL	BEETHOVEN	15	4	08021	BARCELONA	BARCELONA	2.140337	41.393328	1
A08136319	AV	PARAL.LEL	48		08001	BARCELONA	BARCELONA	2.171489	41.374922	1
A08138737	CL	CARDENAL MARCELO SPINOLA	10		28016	MADRID	MADRID	-3.670447	40.46727	1
A08138943	CL	TUSET	30	EN 01	08006	BARCELONA	BARCELONA	2.151467	41.396331	1
A08139461	AV	CAMINO DE SANTIAGO	40		28050	MADRID	MADRID	-3.672217	40.506385	1
A08141673	AV	DIAGONAL	590	7 2	08021	BARCELONA	BARCELONA	2.146509	41.39351	1
A08143208	AV	PEARSON	25		08034	BARCELONA	BARCELONA	2.107157	41.393315	1
A08143935	CL	ESTELI	9	LO	08980	SANT FELIU DE LLOBREGAT	BARCELONA	2.053258	41.385609	1
A08148082	AV	J. V. FOIX	33	BAJO	08034	BARCELONA	BARCELONA	2.12024	41.394866	1
A08152373	CL	YOLANDA GONZALEZ	15		28938	MOSTOLES	MADRID	-3.8725069	40.31119235	5
A08162299	CL	ARAGO	517	0302	08013	BARCELONA	BARCELONA	2.182123	41.405341	1
A08167256	CL	AUSIAS MARC	47	BAJO	08010	BARCELONA	BARCELONA	2.177089	41.392576	1
A08182313	CL	CARVAJALES	3		28005	MADRID	MADRID	-3.701305	40.400267	1
A08183162	CL	POTASSI	7		08755	POLIGON INDUSTRIAL DEL LLOBREGAT	BARCELONA	1.95701	41.462455	1
A08184707	CL	COLL I PUJOL	186		08917	BADALONA	BARCELONA	2.237825	41.452589	1
A08185050	CL	CAMINO DE ADIOS			31153	ENERIZ/ENERITZ	NAVARRA	-1.730545	42.672212	3
A08186900	CR	SABADELL	5		08130	SANTA PERPETUA DE MOGODA	BARCELONA	2.169238	41.533249	1
