REG_NUMBER	NUMBER_OF_BRANCHES	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION	BRANCH_STREET_TYPE	BRANCH_STREET_NAME	BRANCH_STREET_NUMBER	BRANCH_STREET_OTHER	BRANCH_ZIP_CODE	BRANCH_TOWN	BRANCH_PROVINCE	BRANCH_COORDINATE_X	BRANCH_COORDINATE_Y	BRANCH_PRECISION
A58240078	1	CL	PIRINEU	2	PLIND MAS GALI	08503	GURB	BARCELONA	2.247096200	41.942944000	2	CL	PIRINEU	2	4 P I M GALI	08503	GURB	BARCELONA			
A58244815	2	RD	SANT ANTONI	49	BAJOS	08011	BARCELONA	BARCELONA	2.163304500	41.383154100	1	CL	TORRES I AMAT	3		08001	BARCELONA	BARCELONA			
A58244815	2	RD	SANT ANTONI	49	BAJOS	08011	BARCELONA	BARCELONA	2.163304500	41.383154100	1	RD	SANT ANTONI	49	BAJOS	08011	BARCELONA	BARCELONA			
A58246109	1	CL	VALENCIA	S/N		08001	BARCELONA	BARCELONA	2.161772950	41.391907100	7	CL	VALENCIA	s/n		08001	BARCELONA	BARCELONA			
A58249046	1	CL	GIRONA	37		08402	GRANOLLERS	BARCELONA				CL	GIRONA	37		08402	GRANOLLERS	BARCELONA			
A58262890	1	CM	DEL COS	16		08270	NAVARCLES	BARCELONA	1.912781000	41.753456000	12	CL	PLA DEL COS	16		08270	NAVARCLES	BARCELONA			
A58266560	1	CL	NOU	47	P 5	08241	MANRESA	BARCELONA	1.824433100	41.725114700	1	CL	NOU	47	4º	08241	MANRESA	BARCELONA			
A58272089	2	AV	JAUME I	66		08226	TERRASSA	BARCELONA	2.025640250	41.570090050		AV	JAUME I	198		08226	TERRASSA	BARCELONA			
A58272089	2	AV	JAUME I	66		08226	TERRASSA	BARCELONA	2.025640250	41.570090050		AV	JAUME I	66		08226	TERRASSA	BARCELONA			
A58272956	1	CL	WAGNER	110		08222	TERRASSA	BARCELONA	2.024053200	41.561638900	1	CL	WAGNER	110		08222	TERRASSA	BARCELONA			
A58320417	1	AI	A	S/N	KM 2 KM 585 1 PLT 2	08630	ABRERA	BARCELONA	1.903658166	41.514408786	22	CR	AUTOVIA A 2	s/n	KM 585 1 PLT 2	08630	ABRERA	BARCELONA			
A58328618	1	PS	SUNYER	36	6 A	43202	REUS	TARRAGONA	1.100627300	41.158492500	1	PS	SUNYER	36	6 A	43202	REUS	TARRAGONA			
A58335670	2	CL	GIRONA	5		08188	VALLROMANES	BARCELONA	2.305040100	41.533358200	1	CL	CAN GUIU	9		08188	VALLROMANES	BARCELONA			
A58335670	2	CL	GIRONA	5		08188	VALLROMANES	BARCELONA	2.305040100	41.533358200	1	CL	COMPTES ALBA DE LISTE	8		08188	VALLROMANES	BARCELONA			
A58338328	3	AV	MERIDIANA	329	P. BJ	08027	BARCELONA	BARCELONA	2.185422900	41.425982900	12	AV	MERIDIANA	329		08027	BARCELONA	BARCELONA			
A58338328	3	AV	MERIDIANA	329	P. BJ	08027	BARCELONA	BARCELONA	2.185422900	41.425982900	12	CL	CONCEPCIO ARENAL	148		08027	BARCELONA	BARCELONA			
A58338328	3	AV	MERIDIANA	329	P. BJ	08027	BARCELONA	BARCELONA	2.185422900	41.425982900	12	CL	GRAN DE SANT ANDREU	356	358 BJ	08030	BARCELONA	BARCELONA			
A58341488	1	CL	GV DE CARLOS III	50	52 LETRA L BL. COMERCIAL	08028	BARCELONA	BARCELONA	2.155406900	41.406889700	23	AV	DIAGONAL	427	BJ	08036	BARCELONA	BARCELONA			
A58349564	1	CL	BALMES	182	1 2	08006	BARCELONA	BARCELONA	2.153709200	41.396371000	1	CL	BALMES	182	1 2	08006	BARCELONA	BARCELONA			
A58352097	1	CL	JOAN GUELL	230	BAJO 1	08028	BARCELONA	BARCELONA	2.129680850	41.386644300	5	CL	JOAN GUELL	230	BAJO 1	08028	BARCELONA	BARCELONA			
A58358367	1	CL	CUBA	86		08302	MATARO	BARCELONA	2.441528000	41.536354000	1	CL	CUBA	92		08302	MATARO	BARCELONA	2.441653	41.536267	1
A58396474	1	CL	DOÑANA	13	CP 41120	41120	GELVES	SEVILLA	-6.030452000	37.339008000	1	CL	DOÑANA	13		41120	GELVES	SEVILLA			
A58396631	1	PG	ARBRES	26		08757	CORBERA DE LLOBREGAT	BARCELONA	1.926189000	41.414309000	1	CL	MOSSEN RAFEL MARTI	1	LC	08757	CORBERA DE LLOBREGAT	BARCELONA	1.926213	41.414617	1
A58407214	1	CL	CRISTOFOL COLOM	39	BAJOS	08921	SANTA COLOMA DE GRAMENET	BARCELONA	2.212017300	41.455689400	1	CL	CRISTOFOR COLOM	39	CASA	08921	SANTA COLOMA DE GRAMENET	BARCELONA			
A58409657	1	CR	SEU D URGELL ANDORRA	S/N	LA FARGA DE MOLES	25799	VALLS DE VALIRA (LES)	LLEIDA				CR	SEU D URGELL ANDORRA S/N LA FARGA DE	s/n		25798	VALLS DE VALIRA (LES)	LLEIDA			
A58416363	1	AV	LA FERRERIA	73	75 PLGNO LA FERRERIA	08110	MONTCADA I REIXAC	BARCELONA	2.177328000	41.485259000	12	CL	AV LA FERRERIA	73	75 PLGNO LA FERRERIA	08110	MONTCADA I REIXAC	BARCELONA			
A58437625	1	CL	ANGLESOLA	4		08014	BARCELONA	BARCELONA	2.132113000	41.387286000	1	CL	GELABERT	22	AT	08029	BARCELONA	BARCELONA	2.141974	41.388024	1
A58444837	1	AV	PARALELO	164		08015	BARCELONA	BARCELONA	2.156902000	41.375002000	15	AV	PARALELO	164		08015	BARCELONA	BARCELONA			
A58455411	1	CL	MODOLELL	5	P. 4 PTA. 2	08021	BARCELONA	BARCELONA	2.137186300	41.396126100	1	CM	FONT FREDA	27	PLIND PLA D EN COLL	08110	MONTCADA I REIXAC	BARCELONA			
A58460908	1	CL	ANETO NAVE	30		08272	SANT FRUITOS DE BAGES	BARCELONA	1.862228500	41.752008400	3	CL	ANETO	30		08272	SANT FRUITOS DE BAGES	BARCELONA			
A58479510	1	CR	LLAGOSTERA	S/N	KM 13	17320	TOSSA DE MAR	GIRONA	2.920601300	41.728312500	7	CR	LLAGOSTERA	s/n	KM 1	17320	TOSSA DE MAR	GIRONA			7
A58481086	1	CL	BONAVISTA	2	P. 1	08680	GIRONELLA	BARCELONA	1.877545200	42.032133600	4	CL	PADRO	29	P 2	08680	GIRONELLA	BARCELONA			
A58481227	1	PS	DE LA CASTELLANA	189		28046	MADRID	MADRID	-3.690375400	40.467395000	1	AV	DIAGONAL	621	TORRE 2	08028	BARCELONA	BARCELONA			
A58486903	1	CL	TORRE	2	L 2	08360	CANET DE MAR	BARCELONA	2.583483000	41.588273000	1	RD	DOCTOR ANGLES	33	LO 2	08360	CANET DE MAR	BARCELONA	2.577715	41.594099	1
A58487117	1	AV	CATALUNYA 69-	73		08757	CORBERA DE LLOBREGAT	BARCELONA	1.931863550	41.414685600	5	AV	CATALUNYA 69-	73		08757	CORBERA DE LLOBREGAT	BARCELONA			
A58493867	1	CL	ACTOR MORANO	8	ATICO	08017	BARCELONA	BARCELONA	2.105631200	41.413447200	1	CL	ARAGO	336	BAJOS	08009	BARCELONA	BARCELONA			
A58495979	1	CL	DOCTOR RIZAL	15	P. BJ PTA. 1	08006	BARCELONA	BARCELONA	2.155969700	41.397310700	1	CL	ARAGO	314	P 3 PTA 2	08009	BARCELONA	BARCELONA			
A58515511	1	CL	CASTELLA	48		08018	BARCELONA	BARCELONA	2.196806100	41.406913300	5	CL	ESTERAS	24	BAJOS	08028	BARCELONA	BARCELONA			
A58527102	1	RD	GENERAL MITRE	101	5º1º	08022	BARCELONA	BARCELONA	2.135038900	41.400557950	5	RD	GENERAL MITRE	101	5º1º	08022	BARCELONA	BARCELONA			
A58545583	1	CL	FRANCESC CARBONELL	35	37, 5 1	08034	BARCELONA	BARCELONA	2.126887900	41.393674100	1	CL	FRANCESC CARBONELL	35	Y 37, 5 1	08034	BARCELONA	BARCELONA			1
A58567389	2	PZ	GARRIGO	25	ESC C P EN PTA 2	08016	BARCELONA	BARCELONA	2.181287100	41.428737950	5	CL	RIO ROSAS	32	BIS BAJO	08006	BARCELONA	BARCELONA			
A58567389	2	PZ	GARRIGO	25	ESC C P EN PTA 2	08016	BARCELONA	BARCELONA	2.181287100	41.428737950	5	PZ	GARRIGO	25	ESC C P-2	08016	BARCELONA	BARCELONA			
A58568833	1	CL	PERE II DE MONTCADA	1		08034	BARCELONA	BARCELONA	2.116902700	41.398376200	4	CL	PERE DE MONCADA	1	EDIFICIO	08034	BARCELONA	BARCELONA			
A58570854	1	CL	CNO RAL	551	1	08302	MATARO	BARCELONA	2.440687200	41.533655700	1	CL	CAMI RAL	551	1º	08302	MATARO	BARCELONA			
A58573734	1	CL	VOLTA DELS GARROFERS NAVE	54	PLIND ELS GARROFERS	08340	VILASSAR DE MAR	BARCELONA	2.386256650	41.514690700	7	CL	VOLTA DELS GARROFERS	54	POL. ELS GARROFERS	08340	VILASSAR DE MAR	BARCELONA			
A58574567	1	CL	GIRONELLA	67	P BJ	08017	BARCELONA	BARCELONA	2.133621000	41.397193000	13	CL	PERE IV	359		08020	BARCELONA	BARCELONA			
A58575465	1	CL	FEDERICO SOLER	90	P BJ	08940	CORNELLA DE LLOBREGAT	BARCELONA	2.077968700	41.364269400	1	CL	FEDERICO SOLER	90		08940	CORNELLA DE LLOBREGAT	BARCELONA			
A58585217	1	CL	PI GROS	6		08349	CABRERA DE MAR	BARCELONA	2.392254000	41.523979300	1	CL	PI GROS	6		08349	CABRERA DE MAR	BARCELONA			
A58594292	1	PJ	COLOM 6	S/N		08904	HOSPITALET DE LLOBREGAT (L)	BARCELONA	2.120284300	41.369736300	1	PJ	COLOM	6		08904	HOSPITALET DE LLOBREGAT (L)	BARCELONA			5
A58599648	1	PZ	UNIVERSITAT	3	BAJOS	08007	BARCELONA	BARCELONA	2.163454700	41.384956800	1	PZ	UNIVERSITAT	3	BAJOS	08007	BARCELONA	BARCELONA			
A58608159	1	CL	COMTE BORRELL	142		08015	BARCELONA	BARCELONA	2.156060100	41.382891700	1	CL	COMTE BORRELL	142		08015	BARCELONA	BARCELONA			
A58619768	1	CL	GARCILASO	114	ATICO 1	08027	BARCELONA	BARCELONA	2.184316800	41.423325800	1	CL	GARCILASO	114	ATICO 1	08027	BARCELONA	BARCELONA			
A58623182	1	CL	TER	8	20 LO 3	08223	TERRASSA	BARCELONA	2.025614700	41.555191500	1	CL	TER	18	20, LOCAL 3	08223	TERRASSA	BARCELONA			
A58635418	1	CL	PRINCESA	51	BIS	08401	GRANOLLERS	BARCELONA	2.284522200	41.605036200	1	KV	PRINCESA	51	BIS	08401	GRANOLLERS	BARCELONA			
A58640160	2	RD	GENERAL MITRE	25	ENTRESUELO	08017	BARCELONA	BARCELONA				PZ	MANUEL CORACHAN	4	EDIFICIO	08017	BARCELONA	BARCELONA			
A58640160	2	RD	GENERAL MITRE	25	ENTRESUELO	08017	BARCELONA	BARCELONA				RD	GENERAL MITRE	25	ENTRESUELO	08017	BARCELONA	BARCELONA			
A58651498	1	AV	BADALONA	22		08100	MOLLET DEL VALLES	BARCELONA	2.211226000	41.533962000	1	AV	BADALONA	20	BX	08100	MOLLET DEL VALLES	BARCELONA	2.210663	41.534114	1
A58674235	2	CL	OMS I DE PRAT	2		08272	SANT FRUITOS DE BAGES	BARCELONA	1.869253800	41.775237400	2	CL	GIRONA	46	BAJOS	08242	MANRESA	BARCELONA			
A58674235	2	CL	OMS I DE PRAT	2		08272	SANT FRUITOS DE BAGES	BARCELONA	1.869253800	41.775237400	2	CL	OMS I DE PRAT	2		08272	SANT FRUITOS DE BAGES	BARCELONA			
A58676784	1	CL	SERRANO	98	2 3 IZQUIERDA	28006	MADRID	MADRID	-3.686532000	40.433175000	1	CL	RIERA DE SANT MIQUEL	3	0301	08006	BARCELONA	BARCELONA	2.158067	41.396638	1
A58681727	1	AV	MARTI PUJOL	141	ENTLO	08912	BADALONA	BARCELONA	2.245564600	41.448974900	1	AV	MARTI PUJOL	141	ENTLO	08912	BADALONA	BARCELONA			
A58689712	1	LG	PORTAL DE SANT ROC	37		08221	TERRASSA	BARCELONA	2.014710594	41.560772880	22	LG	PORTAL DE SANT ROC	37		08221	TERRASSA	BARCELONA			22
A58694084	1	PS	DE LA EXPOSICION	68	P. BJ	08004	BARCELONA	BARCELONA	2.158963400	41.371157100	1	PJ	DE LA EXPOSICION	68	P BAJO	08004	BARCELONA	BARCELONA			
A58698069	1	CL	SANT MIQUEL DE TOUDELL	7	PLIND CAN MIR	08232	VILADECAVALLS	BARCELONA	1.972436300	41.554673400	1	CL	SANT MIQUEL DEL TOUDELL	7	NAVE 5 POLIGONO INDUSTRIAL CAN MIR	08232	VILADECAVALLS	BARCELONA			
A58720327	1	RD	GENERAL MITRE	99	P. BJ	08022	BARCELONA	BARCELONA	2.134658800	41.400226000	1	CL	GRAN VIA DE LES CORTS CATALANES	435		08015	BARCELONA	BARCELONA			
A58770892	1	CL	AIRE	1	P I EL	08227	TERRASSA	BARCELONA	2.040949700	41.546139300	4	CL	AIRE	1	POL IND EL BELLOTS	08227	TERRASSA	BARCELONA			
A58800608	1	PG	IND SEGRE CL ING MIAS	509		25191	LLEIDA	LLEIDA	0.690545980	41.609960040	6	CL	CASTELL	2		08256	RAJADELL	BARCELONA	1.713142	41.720986	5
A58821745	1	CL	GUITARD	27	BAJO	08014	BARCELONA	BARCELONA	2.138229000	41.381331000	1	CL	LLULL	219	BAJO	08005	BARCELONA	BARCELONA	2.203742	41.402346	1
A58825506	1	CL	JUAN DE AUSTRIA	39	2	43870	AMPOSTA	TARRAGONA	0.575731400	40.714257900	1	CL	JUAN DE AUSTRIA	39	.2	43870	AMPOSTA	TARRAGONA			
A58839523	1	CL	DE LAS ROSAS	54	, BIS, PISO BAJOS	08980	SANT FELIU DE LLOBREGAT	BARCELONA	2.051697300	41.384573400	1	CL	ROSAS 54	54	BIS PISO BJ	08980	SANT FELIU DE LLOBREGAT	BARCELONA			
A58842154	1	CL	LA CALERA	10		35580	CASTILLO DEL AGUILA	LAS PALMAS	-13.743103120	28.950533770	5	CL	FERRAN PUIG	44		08023	BARCELONA	BARCELONA	2.144942	41.409228	1
A58843285	1	CL	CO LACAMBRA	S/N		08508	MASIES DE VOLTREGA (LES)	BARCELONA	2.222243200	42.023169900	21	CL	MARINADA	6		08189	SANT QUIRZE SAFAJA	BARCELONA			
A58843301	1	CL	BARBARA DE BRAGANZA	6	3 IZQUIERDA	28004	MADRID	MADRID	-3.693424000	40.423540000	1	CL	ARCS	3	01	08002	BARCELONA	BARCELONA	2.174602	41.384451	1
A58843327	2	AV	VERGE DE MONTSERRAT	133	P. 1	08820	PRAT DE LLOBREGAT (EL)	BARCELONA	2.093754300	41.325159100	1	CL	COMTE D' URGELL	161	2 3	08036	BARCELONA	BARCELONA			
A58843327	2	AV	VERGE DE MONTSERRAT	133	P. 1	08820	PRAT DE LLOBREGAT (EL)	BARCELONA	2.093754300	41.325159100	1	CL	DEVESES	23	BJ	17258	TORROELLA DE MONTGRI	GIRONA			
A58848615	1	CL	ELECTRICITAT	24	LO BAJO 02	08960	SANT JUST DESVERN	BARCELONA	2.076709000	41.379586000	1	CL	ELECTRICITAT	29		08960	SANT JUST DESVERN	BARCELONA	2.076604	41.379456	1
A58854993	2	CR	MONTCADA	281	285	08221	TERRASSA	BARCELONA	2.016688900	41.558135400	1	CL	INDEPENDENCIA	1	C	08225	TERRASSA	BARCELONA			
A58854993	2	CR	MONTCADA	281	285	08221	TERRASSA	BARCELONA	2.016688900	41.558135400	1	CR	DE MONTCADA	281	285	08221	TERRASSA	BARCELONA			
A58895822	1	CL	PAU VILA	13	15 PL. 1 MODULO 5	08174	SANT CUGAT DEL VALLES	BARCELONA	2.064502300	41.480764300	1	CL	SANTA TERESA	16	18	08290	CERDANYOLA DEL VALLES	BARCELONA			
A58908344	1	CL	FONTANELLA	21	P. 2 PTA. 2	08010	BARCELONA	BARCELONA	2.172298100	41.388510300	1	CL	LEPANT	173	EN 1	08013	BARCELONA	BARCELONA			
A58909250	1	CL	CALVET	16	22 ESC A P 1 PTA 2	08021	BARCELONA	BARCELONA	2.144785400	41.393872900	1	RB	SANT JORDI	15	LOCAL 2	08291	RIPOLLET	BARCELONA			
A58913807	1	CL	BALMES	252	05 02	08006	BARCELONA	BARCELONA	2.149775000	41.399891000	1	CL	VALENCIA	292	PR 1	08009	BARCELONA	BARCELONA	2.165195	41.393949	1
A58914359	1	PG	SANTIGA CL OBRADORS 7	S/N		08130	SANTA PERPETUA DE MOGODA	BARCELONA				CL	OBRADORS	7		08130	SANTA PERPETUA DE MOGODA	BARCELONA			
A58920323	3	CL	DE LA DIPUTACIO	273	P. PP	08007	BARCELONA	BARCELONA	2.167514300	41.391154400	1	AV	DE LA FAMA	16	20, PLANTA 3	08940	CORNELLA DE LLOBREGAT	BARCELONA	2.081293	41.353179	1
A58920323	3	CL	DE LA DIPUTACIO	273	P. PP	08007	BARCELONA	BARCELONA	2.167514300	41.391154400	1	CL	ARIBAU	195	2 DERECHA	08015	BARCELONA	BARCELONA	2.149712	41.395384	1
A58920323	3	CL	DE LA DIPUTACIO	273	P. PP	08007	BARCELONA	BARCELONA	2.167514300	41.391154400	1	CL	TUSET	10	8 2	08010	BARCELONA	BARCELONA	2.152899	41.395924	5
A58928102	1	CR	DE RUBI NUM	88	P 2 LOCAL A 1	08195	SANT CUGAT DEL VALLES	BARCELONA	2.057347000	41.462000000	14	AV	DE LA CONCA	4		43424	SARRAL	TARRAGONA			
A59026120	1	PS	BONANOVA	53	P. 4 PTA. 2	08017	BARCELONA	BARCELONA	2.128974500	41.403710100	4	CL	PORT OLIMPIC	s/n	EDIFICIO CAPITANIA	08005	BARCELONA	BARCELONA			
A59032235	1	CL	CISTER	2	2 A	08022	BARCELONA	BARCELONA	2.135270000	41.409869000	1	CL	FOLGUEROLES	20		08022	BARCELONA	BARCELONA	2.135987	41.408054	1
A59044651	1	CL	CONSELL DE CENT	445	449 ESC B 1	08013	BARCELONA	BARCELONA	2.174621900	41.398062800	1	CL	CONSEJO DE CIENTO	445	ESCLERA B 1	08013	BARCELONA	BARCELONA			
A59055707	1	CR	NACIONAL II	S/N	KM 586.65	08760	MARTORELL	BARCELONA	1.917621500	41.472184800	22	AV	COMTE LLOBREGAT (CTRA. N-II KM. 586,65)	115		08760	MARTORELL	BARCELONA	1.917622	41.472185	22
A59086025	1	CL	CARLES III	55	1	08028	BARCELONA	BARCELONA	2.127515000	41.383260000	1	CL	L'ABADESSA OLZET	14	C 6	08034	BARCELONA	BARCELONA	2.111951	41.392543	1
A59104141	1	CL	TUSET	20	24 P. 7 PTA. 6	08006	BARCELONA	BARCELONA	2.152394200	41.396220100	1	AV	VENTS	9	13 ESC B PLT 3	08917	BADALONA	BARCELONA			
A59108209	1	CL	TORRENT DE LES FLORS	8		08290	CERDANYOLA DEL VALLES	BARCELONA	2.142853700	41.488224600	1	CL	TORRENT DE LES FLORS	8	CASA	08290	CERDANYOLA DEL VALLES	BARCELONA			
A59113761	1	AV	INDUSTRIA	5	PLIND PLA DEL CAMINO	08297	CASTELLGALI	BARCELONA	1.823660800	41.674735300	21	AV	INDUSTRIA	5	PLIND PLA DEL CAMI	08297	CASTELLGALI	BARCELONA			
A59152561	3	CL	BAILEN	3		08010	BARCELONA	BARCELONA	2.177683550	41.391288300	4	AV	CATALUNYA	26	4 PISO	25002	LLEIDA	LLEIDA			
A59152561	3	CL	BAILEN	3		08010	BARCELONA	BARCELONA	2.177683550	41.391288300	4	CL	BAILEN	3	4 PISO	08010	BARCELONA	BARCELONA			
A59152561	3	CL	BAILEN	3		08010	BARCELONA	BARCELONA	2.177683550	41.391288300	4	RB	NOVA	32	2 4	43003	TARRAGONA	TARRAGONA			
A59170167	1	AV	COSTA BRAVA	154		08380	MALGRAT DE MAR	BARCELONA	2.743464300	41.655109300	1	AV	COSTA BRAVA	154		08380	MALGRAT DE MAR	BARCELONA			
A59197939	1	CL	SANT GERVAIS	18		08420	CANOVELLES	BARCELONA	2.272398900	41.616763900	1	CL	SANT GERVAIS	18		08420	CANOVELLES	BARCELONA			
A59315630	2	AV	DIAGONAL	527	0101	08029	BARCELONA	BARCELONA	2.138779000	41.390859000	1	CL	ALFONSO XII	36	2 IZQUIERDA	28014	MADRID	MADRID	-3.689215	40.414231	1
A59315630	2	AV	DIAGONAL	527	0101	08029	BARCELONA	BARCELONA	2.138779000	41.390859000	1	CL	JUAN DE MENA	10		28014	MADRID	MADRID	-3.690413	40.417251	1
A59348656	1	PG	XAVIER AZQUETA	34		08173	SANT CUGAT DEL VALLES	BARCELONA	2.076407000	41.470973000	1	CL	LEPANT	325	0504	08025	BARCELONA	BARCELONA	2.172764	41.407203	1
A59367862	1	CL	BARCELONES	9	A	08140	CALDES DE MONTBUI	BARCELONA	2.177079700	41.628763300	2	CL	BARCELONES	9	A	08140	CALDES DE MONTBUI	BARCELONA	2.177080	41.628763	2
A59378661	1	CL	SERRANO	37		28001	MADRID	MADRID	-3.687625000	40.428223000	1	AV	DIAGONAL	464		08006	BARCELONA	BARCELONA	2.156964	41.396147	1
A59384990	1	CL	ROSA SENSAT	6	LOCAL 21 2	08005	BARCELONA	BARCELONA	2.195895000	41.391539000	12	CL	LA GARROTXA	10	BJ PAR MAS BLAU	08820	PRAT DE LLOBREGAT (EL)	BARCELONA			
A59394437	2	AV	D EUROPAJ LO	8		08700	IGUALADA	BARCELONA				AV	EUROPA	7	8	08700	IGUALADA	BARCELONA			
A59394437	2	AV	D EUROPAJ LO	8		08700	IGUALADA	BARCELONA				CL	DE JOAN SERRA I CONSTANSO	12	1 2	08700	IGUALADA	BARCELONA			
A59468843	1	AV	LLUIS COMPANYS	9		17850	BESALU	GIRONA	2.697500900	42.200171000	1	CR	COMARCAL C 66	s/n	KM 29	17850	SANT FERRIOL	GIRONA			
A59554048	1	CL	ESCOLES PIES	45		08017	BARCELONA	BARCELONA	2.132427800	41.398705600	1	CL	ESCOLES PIES	45	BAJOS	08017	BARCELONA	BARCELONA			
A59570960	1	AV	300	32	BAJO	08860	CASTELLDEFELS	BARCELONA	1.974174000	41.278279000	1	AV	NUM 300	32	BX	08860	CASTELLDEFELS	BARCELONA	1.930791	41.271679	6
A59609370	1	CL	CLEMENTINA ARDERIU	43		08980	SANT FELIU DE LLOBREGAT	BARCELONA	2.053407000	41.386755000	1	CL	CLEMENTINA ARDERIU	46	BAJO	08980	SANT FELIU DE LLOBREGAT	BARCELONA	2.053629	41.386691	1
A59672154	1	CR	SANT HIPOLIT AP CORREUS	132		08500	VIC	BARCELONA	2.243975870	41.929375440	6	CL	FIGUERES DESPATX 2 02	12		08500	VIC	BARCELONA	2.243976	41.929375	6
A59753558	1	RD	GENERAL MITRE	110		08021	BARCELONA	BARCELONA	2.136506500	41.401111900	1	RD	GENERAL MITRE	110		08021	BARCELONA	BARCELONA			
A59801423	1	AV	MONTSENY	71		08551	TONA	BARCELONA	2.220820100	41.847943600	1	AV	MONTSENY	71		08551	TONA	BARCELONA			
A59802132	1	CL	JUAN RAMON JIMENEZ	20		08902	HOSPITALET DE LLOBREGAT (L)	BARCELONA	2.117259700	41.361437500	4	CL	JUAN RAMON JIMENEZ	20		08902	HOSPITALET DE LLOBREGAT (L)	BARCELONA			
A59824912	1	CL	MAJOR DE SARRIA	185	187 ESC I 1 1	08017	BARCELONA	BARCELONA	2.117518700	41.403124900	1	CL	MAJOR DE SARRIA 185	187	1 1 ESC I	08017	BARCELONA	BARCELONA			
A59858753	1	CL	BALMES	209	3 2	08006	BARCELONA	BARCELONA	2.150713000	41.398012700	1	CL	BALMES	209	3º 2ª	08006	BARCELONA	BARCELONA			
A59914937	1	CL	SICILIA	326	P EN PTA 2	08025	BARCELONA	BARCELONA	2.171779900	41.403138400	1	CL	SICILIA	326	P EN PTA 2	08025	BARCELONA	BARCELONA			
A59919886	1	CL	ANGLI	58		08017	BARCELONA	BARCELONA	2.123663800	41.403189200	1	CL	VIA AUGUSTA 192 200 3	s/n		08021	BARCELONA	BARCELONA			
A59936831	1	CL	PEDRO	2		08760	MARTORELL	BARCELONA	1.925346800	41.477787500	1	CL	URGEL	255	5º 2ª	08036	BARCELONA	BARCELONA			
A59937516	1	PJ	PAU	10	BIS	08002	BARCELONA	BARCELONA	2.177259100	41.377900600	1	PJ	PAU	10	BIS	08002	BARCELONA	BARCELONA			
A59973610	2	CL	CAN FLAQUER	17	BAJOS	08100	MOLLET DEL VALLES	BARCELONA	2.218959000	41.545774000	15	CL	CAN FLAQUER	17	BJ	08100	MOLLET DEL VALLES	BARCELONA			
A59973610	2	CL	CAN FLAQUER	17	BAJOS	08100	MOLLET DEL VALLES	BARCELONA	2.218959000	41.545774000	15	CL	FLASSADERS	s/n		08130	SANTA PERPETUA DE MOGODA	BARCELONA			
A60020427	1	CL	PARIS	78	80	08008	BARCELONA	BARCELONA	2.145559200	41.387467000	1	CL	CL PARIS 78 80	78		08008	BARCELONA	BARCELONA			
A60131521	1	CL	ANSELM CLAVE	1	OLA MUNIAO	08732	CASTELLVI DE LA MARCA	BARCELONA	1.618408900	41.326297800	1	CL	ANSELMO CLAVE	1		08732	CASTELLVI DE LA MARCA	BARCELONA			
A60143773	1	CL	COMTE BORRELL	205	EN D	08029	BARCELONA	BARCELONA	2.152196000	41.385152000	1	CL	PAU CLARIS	172	5 1	08037	BARCELONA	BARCELONA	2.163608	41.395506	1
A60193554	1	CL	BALMES	127	1	08930	SANT ADRIA DE BESOS	BARCELONA				CL	BALMES	127	1	08930	SANT ADRIA DE BESOS	BARCELONA			
A60426962	2	CL	EUGENI D ORS	11		08720	VILAFRANCA DEL PENEDES	BARCELONA	1.693745500	41.345640200	1	CL	EUGENI D'ORS	11		08720	VILAFRANCA DEL PENEDES	BARCELONA			
A60426962	2	CL	EUGENI D ORS	11		08720	VILAFRANCA DEL PENEDES	BARCELONA	1.693745500	41.345640200	1	CL	JV FOIX	s/n		08720	VILAFRANCA DEL PENEDES	BARCELONA			
A60436052	1	CL	JOAN OLIVER	22	ESC C P BJ PTA 1	08172	SANT CUGAT DEL VALLES	BARCELONA	2.089320600	41.466013200	1	CL	MUNTANER	468	P EN PTA 2	08006	BARCELONA	BARCELONA			
A60437779	1	CL	GRECIA	S/N	PARCELA C NAVE B - 20 . - POLIGONO IN	43120	CONSTANTI	TARRAGONA	1.199462000	41.168282000	21	CL	GRECIA	s/n	PARC C NAVE B 20 PLIND	43120	CONSTANTI	TARRAGONA			
A60454360	1	TR	DE GRACIA	46	P 2	08007	BARCELONA	BARCELONA	2.166115900	41.392005700	1	PS	DE GRACIA	46	PLT 2	08007	BARCELONA	BARCELONA			
A60466000	1	AV	DIAGONAL	433		08036	BARCELONA	BARCELONA	2.151298800	41.394119800	1	CL	AV DIAGONAL 433	s/n		08036	BARCELONA	BARCELONA			
A60676947	1	CL	CISTER	2		08022	BARCELONA	BARCELONA	2.135224800	41.410139600	1	CL	CISTER	2	BJ Y 1B	08022	BARCELONA	BARCELONA			
A60725942	1	CL	GERONA	303		08402	GRANOLLERS	BARCELONA	2.293565000	41.619532000	15	AV	L'ONZE DE SETEMBRE	66		08415	BIGUES I RIELLS	BARCELONA			
A60828803	1	PS	VALLDAURA	126		08042	BARCELONA	BARCELONA	2.164063500	41.438973800	1	PS	VALLDAURA	120	126	08042	BARCELONA	BARCELONA			
A60921400	1	CL	VENEÇUELA	120	122	08019	BARCELONA	BARCELONA	2.211241900	41.412727550	5	CL	VENEZUELA	120	122	08019	BARCELONA	BARCELONA	2.211242	41.412728	5
