REG_NUMBER	BALANCE_SHEET_YEAR	BALANCE_SHEET_ITEM	BALANCE_SHEET_ITEM_VALUE
A01005529	2024	10000	68786901.54
A01005529	2024	11000	14036169.39
A01005529	2024	11200	137965.57
A01005529	2024	11300	6354864.54
A01005529	2024	11400	495479
A01005529	2024	11500	7047860.28
A01005529	2024	12000	54750732.15
A01005529	2024	12200	10551.76
A01005529	2024	12300	97532.21
A01005529	2024	12380	95418.6
A01005529	2024	12382	95418.6
A01005529	2024	12390	2113.61
A01005529	2024	12400	337433.62
A01005529	2024	12500	53869996.31
A01005529	2024	12700	435218.25
A01005529	2024	20000	60661267.38
A01005529	2024	21000	60661267.38
A01005529	2024	21100	227165.98
A01005529	2024	21110	227165.98
A01005529	2024	21200	21972443.6
A01005529	2024	21300	44491448.77
A01005529	2024	21400	-7851614.72
A01005529	2024	21500	-1651277.19
A01005529	2024	21700	3473100.94
A01005529	2024	30000	68786901.54
A01005529	2024	31000	7404745.46
A01005529	2024	31200	7404745.46
A01005529	2024	31290	7404745.46
A01005529	2024	32000	720888.7
A01005529	2024	32500	720888.7
A01005529	2024	32580	16837.8
A01005529	2024	32582	16837.8
A01005529	2024	32590	704050.9
A01005529	2024	40100	628298.41
A01005529	2024	40600	-244620.83
A01005529	2024	40700	-405048.88
A01005529	2024	40800	-190795.54
A01005529	2024	41000	5800
A01005529	2024	41100	232117.68
A01005529	2024	41400	300775.92
A01005529	2024	41490	300775.92
A01005529	2024	41500	-160794.13
A01005529	2024	41600	3673284.03
A01005529	2024	41800	722517.88
A01005529	2024	41900	-1088433.6
A01005529	2024	49100	25750.84
A01005529	2024	49200	4535783.7
A01005529	2024	49300	4561534.54
A01005529	2024	49500	3473100.94
A01005529	2024	91000	3473100.94
A01005529	2024	91004	3473100.94
A01005529	2024	91008	1821823.75
A01005529	2024	91011	1651277.19
A01005529	2024	91012	3473100.94
A01006394	2025	10000	8703000
A01006394	2025	11000	3000
A01006394	2025	11200	3000
A01006394	2025	12000	8700000
A01006394	2025	12300	188000
A01006394	2025	12380	188000
A01006394	2025	12382	188000
A01006394	2025	12400	8488000
A01006394	2025	12600	1000
A01006394	2025	12700	23000
A01006394	2025	20000	8290000
A01006394	2025	21000	8290000
A01006394	2025	21100	8276000
A01006394	2025	21110	8276000
A01006394	2025	21300	55000
A01006394	2025	21500	-29000
A01006394	2025	21700	-12000
A01006394	2025	30000	8703000
A01006394	2025	32000	413000
A01006394	2025	32400	267000
A01006394	2025	32500	146000
A01006394	2025	32580	1000
A01006394	2025	32582	1000
A01006394	2025	32590	145000
A01006394	2025	40100	432000
A01006394	2025	40500	8000
A01006394	2025	40600	-479000
A01006394	2025	40700	-58000
A01006394	2025	40800	-1000
A01006394	2025	41400	14000
A01006394	2025	41490	14000
A01006394	2025	41500	-2000
A01006394	2025	41900	74000
A01006394	2025	49100	-98000
A01006394	2025	49200	12000
A01006394	2025	49300	-86000
A01006394	2025	49500	-12000
A01006394	2025	94705	60
A01009612	2024	10000	1466949.82
A01009612	2024	11000	553581.08
A01009612	2024	11200	228045.39
A01009612	2024	11500	325535.69
A01009612	2024	12000	913368.74
A01009612	2024	12300	141601.27
A01009612	2024	12380	141601.27
A01009612	2024	12382	141601.27
A01009612	2024	12700	771767.47
A01009612	2024	20000	1348743.04
A01009612	2024	21000	1348743.04
A01009612	2024	21100	540900
A01009612	2024	21110	540900
A01009612	2024	21300	708671.86
A01009612	2024	21400	-62373.08
A01009612	2024	21700	161544.26
A01009612	2024	30000	1466949.82
A01009612	2024	32000	118206.78
A01009612	2024	32300	36000
A01009612	2024	32390	36000
A01009612	2024	32500	82206.78
A01009612	2024	32590	82206.78
A01009612	2024	40100	233019.91
A01009612	2024	40700	-29774.97
A01009612	2024	40800	-1797.2
A01009612	2024	41900	-39903.48
A01009612	2024	49100	201447.74
A01009612	2024	49300	201447.74
A01009612	2024	49500	161544.26
A01009612	2024	91000	161544.26
A01009612	2024	91004	161544.26
A01009612	2024	91008	161544.26
A01009612	2024	91012	161544.26
A01009612	2024	94705	1
A01014778	2025	10000	357712.47
A01014778	2025	11000	87182.44
A01014778	2025	11300	66938.44
A01014778	2025	11500	20244
A01014778	2025	12000	270530.03
A01014778	2025	12300	5522.24
A01014778	2025	12380	1022.24
A01014778	2025	12382	1022.24
A01014778	2025	12390	4500
A01014778	2025	12700	265007.79
A01014778	2025	20000	305893.17
A01014778	2025	21000	305893.17
A01014778	2025	21100	66000
A01014778	2025	21110	66000
A01014778	2025	21300	184453.89
A01014778	2025	21700	55439.28
A01014778	2025	30000	357712.47
A01014778	2025	31000	23634.78
A01014778	2025	31200	23634.78
A01014778	2025	31290	23634.78
A01014778	2025	32000	28184.52
A01014778	2025	32500	28184.52
A01014778	2025	32580	935.76
A01014778	2025	32582	935.76
A01014778	2025	32590	27248.76
A01014778	2025	40500	146006.51
A01014778	2025	40700	-49444.51
A01014778	2025	40800	-1113.57
A01014778	2025	41400	25.59
A01014778	2025	41490	25.59
A01014778	2025	41800	-15352.2
A01014778	2025	41900	-24682.54
A01014778	2025	49100	95448.43
A01014778	2025	49200	-15326.61
A01014778	2025	49300	80121.82
A01014778	2025	49500	55439.28
A01014778	2025	91000	55439.28
A01014778	2025	91002	34560.72
A01014778	2025	91004	90000
A01014778	2025	91009	90000
A01014778	2025	91012	90000
A01014778	2025	94705	30
A01020759	2024	10000	739200.52
A01020759	2024	11000	194217.77
A01020759	2024	11100	6526.96
A01020759	2024	11200	185887.77
A01020759	2024	11500	1803.04
A01020759	2024	12000	544982.75
A01020759	2024	12200	79414.21
A01020759	2024	12300	333168.92
A01020759	2024	12380	333168.92
A01020759	2024	12382	333168.92
A01020759	2024	12500	1500
A01020759	2024	12700	130899.62
A01020759	2024	20000	412265.29
A01020759	2024	21000	412265.29
A01020759	2024	21100	44884.73
A01020759	2024	21110	63106.27
A01020759	2024	21120	-18221.54
A01020759	2024	21300	357209.02
A01020759	2024	21700	10171.54
A01020759	2024	30000	739200.52
A01020759	2024	31000	60000
A01020759	2024	31200	60000
A01020759	2024	31290	60000
A01020759	2024	32000	266935.23
A01020759	2024	32200	9842.71
A01020759	2024	32500	257092.52
A01020759	2024	32580	212466.78
A01020759	2024	32582	212466.78
A01020759	2024	32590	44625.74
A01020759	2024	40100	6127893.88
A01020759	2024	40400	-5685712.81
A01020759	2024	40500	726.31
A01020759	2024	40600	-248115.11
A01020759	2024	40700	-150964.93
A01020759	2024	40800	-26319.97
A01020759	2024	41300	77.62
A01020759	2024	41500	-5839.99
A01020759	2024	41900	-1573.46
A01020759	2024	49100	17584.99
A01020759	2024	49200	-5839.99
A01020759	2024	49300	11745
A01020759	2024	49500	10171.54
A01020759	2024	91000	10171.54
A01020759	2024	91004	10171.54
A01020759	2024	91008	10171.54
A01020759	2024	91012	10171.54
A01020759	2024	94705	1
A01023167	2024	10000	746032.24
A01023167	2024	11000	210721.28
A01023167	2024	11200	101048.43
A01023167	2024	11300	109672.85
A01023167	2024	12000	535310.96
A01023167	2024	12300	16885.97
A01023167	2024	12390	16885.97
A01023167	2024	12500	225000
A01023167	2024	12700	293424.99
A01023167	2024	20000	743698.3
A01023167	2024	21000	743698.3
A01023167	2024	21100	60200
A01023167	2024	21110	60200
A01023167	2024	21300	881497.59
A01023167	2024	21500	-481951.54
A01023167	2024	21700	-959.79
A01023167	2024	21900	284912.04
A01023167	2024	30000	746032.24
A01023167	2024	32000	2333.94
A01023167	2024	32500	2333.94
A01023167	2024	32590	2333.94
A01023167	2024	40500	6960
A01023167	2024	40700	-5044.45
A01023167	2024	40800	-1825.26
A01023167	2024	41400	3742.53
A01023167	2024	41490	3742.53
A01023167	2024	41900	-4792.61
A01023167	2024	49100	90.29
A01023167	2024	49200	3742.53
A01023167	2024	49300	3832.82
A01023167	2024	49500	-959.79
A01023167	2024	94705	29
A01025741	2024	10000	43641514
A01025741	2024	11000	18576647
A01025741	2024	11200	743032
A01025741	2024	11210	111962
A01025741	2024	11220	631070
A01025741	2024	11400	17800965
A01025741	2024	11410	17800965
A01025741	2024	11500	10920
A01025741	2024	11510	10920
A01025741	2024	11700	21730
A01025741	2024	12000	25064867
A01025741	2024	12300	19614
A01025741	2024	12310	17504
A01025741	2024	12312	17504
A01025741	2024	12360	2110
A01025741	2024	12400	24781102
A01025741	2024	12420	24781102
A01025741	2024	12500	192162
A01025741	2024	12520	182162
A01025741	2024	12550	10000
A01025741	2024	12700	71989
A01025741	2024	12710	71989
A01025741	2024	20000	43614969
A01025741	2024	21000	43614969
A01025741	2024	21100	43806000
A01025741	2024	21110	43806000
A01025741	2024	21300	215355
A01025741	2024	21310	131146
A01025741	2024	21320	84209
A01025741	2024	21500	-256763
A01025741	2024	21520	-256763
A01025741	2024	21700	-149623
A01025741	2024	30000	43641514
A01025741	2024	32000	26545
A01025741	2024	32300	8233
A01025741	2024	32350	8233
A01025741	2024	32500	18312
A01025741	2024	32510	1631
A01025741	2024	32512	1631
A01025741	2024	32530	16500
A01025741	2024	32560	181
A01025741	2024	40100	46492
A01025741	2024	40110	46492
A01025741	2024	40500	438
A01025741	2024	40510	438
A01025741	2024	40700	-105257
A01025741	2024	40710	-54568
A01025741	2024	40720	-5093
A01025741	2024	40730	-45596
A01025741	2024	40800	-31321
A01025741	2024	41100	58611
A01025741	2024	41110	58611
A01025741	2024	41400	102200
A01025741	2024	41420	102200
A01025741	2024	41421	89353
A01025741	2024	41422	12847
A01025741	2024	41500	-199424
A01025741	2024	41510	-199424
A01025741	2024	41800	-21362
A01025741	2024	41810	-21362
A01025741	2024	49100	-31037
A01025741	2024	49200	-118586
A01025741	2024	49300	-149623
A01025741	2024	49400	-149623
A01025741	2024	49500	-149623
A01025741	2024	61100	-149623
A01025741	2024	61200	136892
A01025741	2024	61201	31321
A01025741	2024	61202	66958
A01025741	2024	61205	-58611
A01025741	2024	61208	199424
A01025741	2024	61209	-102200
A01025741	2024	61300	-42425
A01025741	2024	61302	-25337
A01025741	2024	61303	-18706
A01025741	2024	61304	-9247
A01025741	2024	61306	10865
A01025741	2024	61400	-97224
A01025741	2024	61401	-199424
A01025741	2024	61403	102200
A01025741	2024	61500	-152380
A01025741	2024	62100	-57181738
A01025741	2024	62101	-57174933
A01025741	2024	62103	-6805
A01025741	2024	62200	29087385
A01025741	2024	62201	27187575
A01025741	2024	62203	1899810
A01025741	2024	62300	-28094353
A01025741	2024	63100	40060000
A01025741	2024	63101	40060000
A01025741	2024	63200	-11744638
A01025741	2024	63201	8233
A01025741	2024	63206	8233
A01025741	2024	63207	-11752871
A01025741	2024	63210	-11752871
A01025741	2024	63400	28315362
A01025741	2024	65000	68629
A01025741	2024	65100	3360
A01025741	2024	65200	71989
A01025741	2024	94705	12
A01031293	2024	10000	341120.35
A01031293	2024	11000	210862.1
A01031293	2024	11200	210862.1
A01031293	2024	12000	130258.25
A01031293	2024	12300	12570.27
A01031293	2024	12380	12570.27
A01031293	2024	12382	12570.27
A01031293	2024	12700	117687.98
A01031293	2024	20000	337049.67
A01031293	2024	21000	337049.67
A01031293	2024	21100	320693.6
A01031293	2024	21110	320693.6
A01031293	2024	21300	29080.18
A01031293	2024	21500	-17424.64
A01031293	2024	21700	4700.53
A01031293	2024	30000	341120.35
A01031293	2024	32000	4070.68
A01031293	2024	32500	4070.68
A01031293	2024	32590	4070.68
A01031293	2024	40100	11665.5
A01031293	2024	40500	45267.06
A01031293	2024	40600	-15212.46
A01031293	2024	40700	-29841.28
A01031293	2024	40800	-6925.68
A01031293	2024	41900	-252.61
A01031293	2024	49100	4953.14
A01031293	2024	49300	4953.14
A01031293	2024	49500	4700.53
A01031293	2024	91000	4700.53
A01031293	2024	91004	4700.53
A01031293	2024	91010	4700.53
A01031293	2024	91012	4700.53
A01031293	2024	94705	30
A01034784	2024	10000	419019.56
A01034784	2024	11000	194090.46
A01034784	2024	11200	165238.38
A01034784	2024	11600	28852.08
A01034784	2024	12000	224929.1
A01034784	2024	12200	55630.42
A01034784	2024	12300	1044.37
A01034784	2024	12380	1044.37
A01034784	2024	12382	1044.37
A01034784	2024	12700	168254.31
A01034784	2024	20000	320023.56
A01034784	2024	21000	320023.56
A01034784	2024	21100	60101.21
A01034784	2024	21110	60101.21
A01034784	2024	21300	217788.93
A01034784	2024	21700	42133.42
A01034784	2024	30000	419019.56
A01034784	2024	32000	98996
A01034784	2024	32300	57580.63
A01034784	2024	32390	57580.63
A01034784	2024	32500	41415.37
A01034784	2024	32580	20193.55
A01034784	2024	32582	20193.55
A01034784	2024	32590	21221.82
A01034784	2024	40100	397033.79
A01034784	2024	40400	-139108.52
A01034784	2024	40600	-134983.23
A01034784	2024	40700	-71369.7
A01034784	2024	40800	-11179.1
A01034784	2024	41500	-1356.08
A01034784	2024	41800	9450
A01034784	2024	41900	-6353.74
A01034784	2024	49100	40393.24
A01034784	2024	49200	8093.92
A01034784	2024	49300	48487.16
A01034784	2024	49500	42133.42
A01034784	2024	91000	42133.42
A01034784	2024	91004	42133.42
A01034784	2024	91008	42133.42
A01034784	2024	91012	42133.42
A01034784	2024	94705	55
A01039874	2024	10000	530718.18
A01039874	2024	11000	509572.39
A01039874	2024	11200	308018.82
A01039874	2024	11500	55868.74
A01039874	2024	11600	145684.83
A01039874	2024	12000	21145.79
A01039874	2024	12300	15712.53
A01039874	2024	12380	15712.53
A01039874	2024	12382	15712.53
A01039874	2024	12700	5433.26
A01039874	2024	20000	331256.15
A01039874	2024	21000	331256.15
A01039874	2024	21100	120200
A01039874	2024	21110	120200
A01039874	2024	21300	819557.11
A01039874	2024	21500	-1069881.73
A01039874	2024	21600	431225.8
A01039874	2024	21700	30154.97
A01039874	2024	30000	530718.18
A01039874	2024	31000	6000
A01039874	2024	31200	6000
A01039874	2024	31290	6000
A01039874	2024	32000	193462.03
A01039874	2024	32300	191411.93
A01039874	2024	32390	191411.93
A01039874	2024	32500	2050.1
A01039874	2024	32590	2050.1
A01039874	2024	40500	36000
A01039874	2024	40700	-7062.7
A01039874	2024	41300	310.58
A01039874	2024	41500	-230.41
A01039874	2024	41800	8250
A01039874	2024	41900	-7112.5
A01039874	2024	49100	29247.88
A01039874	2024	49200	8019.59
A01039874	2024	49300	37267.47
A01039874	2024	49500	30154.97
A01039874	2024	91000	30154.97
A01039874	2024	91004	30154.97
A01039874	2024	91010	30154.97
A01039874	2024	91012	30154.97
A01039874	2024	94705	30
A01113505	2024	10000	11620484
A01113505	2024	11000	6778293
A01113505	2024	11200	137356
A01113505	2024	11300	6640937
A01113505	2024	12000	4842191
A01113505	2024	12200	4399674
A01113505	2024	12300	385450
A01113505	2024	12381	163383
A01113505	2024	12382	119864
A01113505	2024	12600	9488
A01113505	2024	12700	47579
A01113505	2024	20000	8829042
A01113505	2024	21000	8829042
A01113505	2024	21100	12855624
A01113505	2024	21110	12855624
A01113505	2024	21200	149116
A01113505	2024	21300	137272
A01113505	2024	21500	-4255912
A01113505	2024	21700	-57058
A01113505	2024	30000	11620484
A01113505	2024	31000	21521
A01113505	2024	31200	21521
A01113505	2024	32000	2769921
A01113505	2024	32400	136850
A01113505	2024	32500	292591
A01113505	2024	32590	5884
A01113505	2024	40100	352995
A01113505	2024	40200	-464671
A01113505	2024	40500	49841
A01113505	2024	40600	-258414
A01113505	2024	40700	-216066
A01113505	2024	40800	-197782
A01113505	2024	41100	141969
A01113505	2024	41400	24751
A01113505	2024	41500	-112822
A01113505	2024	49100	31013
A01113505	2024	49200	-88071
A01113505	2024	49300	-57058
A01113505	2024	49500	-57058
A01114891	2025	10000	6469038.75
A01114891	2025	11000	6020368.47
A01114891	2025	11200	6020368.47
A01114891	2025	12000	448670.28
A01114891	2025	12300	-60454.97
A01114891	2025	12380	-16080.51
A01114891	2025	12382	-16080.51
A01114891	2025	12390	-44374.46
A01114891	2025	12700	509125.25
A01114891	2025	20000	5329412.86
A01114891	2025	21000	5329412.86
A01114891	2025	21100	452261.61
A01114891	2025	21110	452261.61
A01114891	2025	21300	4528696.43
A01114891	2025	21700	348454.82
A01114891	2025	30000	6469038.75
A01114891	2025	31000	399543.82
A01114891	2025	31200	399543.82
A01114891	2025	31220	388798.82
A01114891	2025	31290	10745
A01114891	2025	32000	740082.07
A01114891	2025	32300	166777.11
A01114891	2025	32320	166777.11
A01114891	2025	32500	573304.96
A01114891	2025	32580	346.06
A01114891	2025	32582	346.06
A01114891	2025	32590	572958.9
A01114891	2025	40400	-15667.82
A01114891	2025	40500	837207.75
A01114891	2025	40700	-102012.77
A01114891	2025	40800	-212131.6
A01114891	2025	41400	8582.93
A01114891	2025	41490	8582.93
A01114891	2025	41500	-26322.11
A01114891	2025	41900	-141201.56
A01114891	2025	49100	507395.56
A01114891	2025	49200	-17739.18
A01114891	2025	49300	489656.38
A01114891	2025	49500	348454.82
A01114891	2025	91000	348454.82
A01114891	2025	91004	348454.82
A01114891	2025	91008	348454.82
A01114891	2025	91012	348454.82
A01114891	2025	94705	30
A01156546	2024	10000	714747.89
A01156546	2024	12000	714747.89
A01156546	2024	12300	170046.91
A01156546	2024	12380	170046.91
A01156546	2024	12382	170046.91
A01156546	2024	12400	544700.98
A01156546	2024	20000	170305.12
A01156546	2024	21000	170305.12
A01156546	2024	21100	120200
A01156546	2024	21110	120200
A01156546	2024	21300	33075.61
A01156546	2024	21700	17029.51
A01156546	2024	30000	714747.89
A01156546	2024	31000	446182.37
A01156546	2024	31100	321680.91
A01156546	2024	31200	124501.46
A01156546	2024	31290	124501.46
A01156546	2024	32000	98260.4
A01156546	2024	32500	98260.4
A01156546	2024	32590	98260.4
A01156546	2024	40100	489820.95
A01156546	2024	40600	-465097.11
A01156546	2024	40700	-2316.59
A01156546	2024	41900	-5377.74
A01156546	2024	49100	22407.25
A01156546	2024	49300	22407.25
A01156546	2024	49500	17029.51
A01156546	2024	91000	17029.51
A01156546	2024	91004	17029.51
A01156546	2024	91008	17029.51
A01156546	2024	91012	17029.51
A01156546	2024	94705	30
A01234442	2018	10000	3288731.72
A01234442	2018	11000	20637.88
A01234442	2018	11200	20637.88
A01234442	2018	12000	3268093.84
A01234442	2018	12200	1605127.47
A01234442	2018	12300	1184713.65
A01234442	2018	12380	1184495.09
A01234442	2018	12382	1184495.09
A01234442	2018	12390	218.56
A01234442	2018	12500	49492.17
A01234442	2018	12600	888.07
A01234442	2018	12700	427872.48
A01234442	2018	20000	1164384.16
A01234442	2018	21000	1164384.16
A01234442	2018	21100	300500
A01234442	2018	21110	300500
A01234442	2018	21300	365494.1
A01234442	2018	21500	-23652.76
A01234442	2018	21700	522042.82
A01234442	2018	30000	3288731.72
A01234442	2018	32000	2124347.56
A01234442	2018	32300	1296790.24
A01234442	2018	32320	1265664.82
A01234442	2018	32390	31125.42
A01234442	2018	32500	827557.32
A01234442	2018	32580	303772.41
A01234442	2018	32582	303772.41
A01234442	2018	32590	523784.91
A01234442	2018	40100	8732443.22
A01234442	2018	40200	-213000
A01234442	2018	40400	-7377027.89
A01234442	2018	40600	-301084.37
A01234442	2018	40700	-168049.13
A01234442	2018	40800	-6658.28
A01234442	2018	41300	-8.34
A01234442	2018	41500	-4568.82
A01234442	2018	41900	-140003.57
A01234442	2018	49100	666615.21
A01234442	2018	49200	-4568.82
A01234442	2018	49300	662046.39
A01234442	2018	49500	522042.82
A01234442	2018	91000	522042.82
A01234442	2018	91004	522042.82
A01234442	2018	91008	498390.06
A01234442	2018	91011	23652.76
A01234442	2018	91012	522042.82
A01234442	2018	94705	32
A01405042	2024	10000	16289260.73
A01405042	2024	11000	10440482.69
A01405042	2024	11100	5781044.39
A01405042	2024	11200	-569.39
A01405042	2024	11400	1992050.24
A01405042	2024	11500	63438.45
A01405042	2024	11600	2604519
A01405042	2024	12000	5848778.04
A01405042	2024	12300	522787.25
A01405042	2024	12380	507190.75
A01405042	2024	12382	507190.75
A01405042	2024	12390	15596.5
A01405042	2024	12500	5256439.51
A01405042	2024	12700	69551.28
A01405042	2024	20000	6457005.04
A01405042	2024	21000	3244156.84
A01405042	2024	21100	1132500
A01405042	2024	21110	1132500
A01405042	2024	21200	1867955.07
A01405042	2024	21300	17191637.23
A01405042	2024	21500	-18177662.88
A01405042	2024	21600	500000
A01405042	2024	21700	729727.42
A01405042	2024	22000	3212848.2
A01405042	2024	30000	16289260.73
A01405042	2024	31000	6466955.06
A01405042	2024	31200	308830.54
A01405042	2024	31220	53777.8
A01405042	2024	31290	255052.74
A01405042	2024	31300	6158124.52
A01405042	2024	32000	3365300.63
A01405042	2024	32300	1796648.01
A01405042	2024	32320	1425925.84
A01405042	2024	32390	370722.17
A01405042	2024	32400	1502261.52
A01405042	2024	32500	66391.1
A01405042	2024	32590	66391.1
A01405042	2024	40100	4271.24
A01405042	2024	40600	-56044.42
A01405042	2024	40700	-217330.32
A01405042	2024	40800	-180475.8
A01405042	2024	41300	176619.58
A01405042	2024	41400	1447934.77
A01405042	2024	41490	1447934.77
A01405042	2024	41500	-399157.73
A01405042	2024	41700	-46089.9
A01405042	2024	49100	-272959.72
A01405042	2024	49200	1002687.14
A01405042	2024	49300	729727.42
A01405042	2024	49500	729727.42
A01405042	2024	91000	729727.42
A01405042	2024	91004	729727.42
A01405042	2024	91011	729727.42
A01405042	2024	91012	729727.42
A01405042	2024	94705	39
A02000974	2016	10000	1000
A02000974	2016	12000	1000
A02000974	2016	12700	1000
A02000974	2016	30000	1000
A02000974	2016	49500	1000
A02011500	2024	10000	797806.5
A02011500	2024	11000	511340.9
A02011500	2024	11100	269248.33
A02011500	2024	11200	81684.76
A02011500	2024	11300	40976.68
A02011500	2024	11500	119431.13
A02011500	2024	12000	286465.6
A02011500	2024	12300	3928.92
A02011500	2024	12380	3792.22
A02011500	2024	12382	3792.22
A02011500	2024	12390	136.7
A02011500	2024	12500	85302.8
A02011500	2024	12700	197233.88
A02011500	2024	20000	738879.05
A02011500	2024	21000	738879.05
A02011500	2024	21100	247200
A02011500	2024	21110	247200
A02011500	2024	21300	422727.96
A02011500	2024	21700	68951.09
A02011500	2024	30000	797806.5
A02011500	2024	32000	58927.45
A02011500	2024	32200	7350
A02011500	2024	32500	51577.45
A02011500	2024	32590	51577.45
A02011500	2024	40100	429923.11
A02011500	2024	40500	9266.67
A02011500	2024	40600	-280635.13
A02011500	2024	40700	-58640.12
A02011500	2024	40800	-20326.68
A02011500	2024	41300	2714.7
A02011500	2024	41400	8118.49
A02011500	2024	41490	8118.49
A02011500	2024	41500	-874.17
A02011500	2024	41900	-20595.78
A02011500	2024	49100	82302.55
A02011500	2024	49200	7244.32
A02011500	2024	49300	89546.87
A02011500	2024	49500	68951.09
A02011500	2024	91000	68951.09
A02011500	2024	91004	68951.09
A02011500	2024	91008	68951.09
A02011500	2024	91012	68951.09
A02052090	2024	10000	7176431.55
A02052090	2024	11000	1726754.47
A02052090	2024	11100	5208.83
A02052090	2024	11200	-486.38
A02052090	2024	11400	869532.7
A02052090	2024	11500	852499.32
A02052090	2024	12000	5449677.08
A02052090	2024	12200	1332374.76
A02052090	2024	12300	316029.93
A02052090	2024	12380	145539.1
A02052090	2024	12382	145539.1
A02052090	2024	12390	170490.83
A02052090	2024	12500	3740675.02
A02052090	2024	12700	60597.37
A02052090	2024	20000	1867702.83
A02052090	2024	21000	1867702.83
A02052090	2024	21100	126212.54
A02052090	2024	21110	126212.54
A02052090	2024	21300	1151287.51
A02052090	2024	21500	492053.03
A02052090	2024	21700	98149.75
A02052090	2024	30000	7176431.55
A02052090	2024	31000	2876039.55
A02052090	2024	31200	2876039.55
A02052090	2024	31220	2873630.44
A02052090	2024	31290	2409.11
A02052090	2024	32000	2432689.17
A02052090	2024	32300	332458.25
A02052090	2024	32320	196366.86
A02052090	2024	32390	136091.39
A02052090	2024	32500	2100230.92
A02052090	2024	32580	1901726.09
A02052090	2024	32582	1901726.09
A02052090	2024	32590	198504.83
A02052090	2024	40400	-2541.61
A02052090	2024	40500	408005.33
A02052090	2024	40600	-64515.57
A02052090	2024	40700	-106091.28
A02052090	2024	41300	-134586.29
A02052090	2024	41400	318.76
A02052090	2024	41490	318.76
A02052090	2024	41500	-2439.59
A02052090	2024	49100	100270.58
A02052090	2024	49200	-2120.83
A02052090	2024	49300	98149.75
A02052090	2024	49500	98149.75
A02052090	2024	91000	98149.75
A02052090	2024	91004	98149.75
A02052090	2024	91011	98149.75
A02052090	2024	91012	98149.75
A02052090	2024	94705	60
A02055150	2024	10000	11724658.66
A02055150	2024	11000	961694.05
A02055150	2024	11100	23337.8
A02055150	2024	11200	707175.94
A02055150	2024	11300	106110.76
A02055150	2024	11400	49000
A02055150	2024	11500	76069.55
A02055150	2024	12000	10762964.61
A02055150	2024	12200	8905180.89
A02055150	2024	12300	36460.39
A02055150	2024	12380	10172.97
A02055150	2024	12382	10172.97
A02055150	2024	12390	26287.42
A02055150	2024	12500	16650.91
A02055150	2024	12600	280924.5
A02055150	2024	12700	1523747.92
A02055150	2024	20000	10193269.48
A02055150	2024	21000	10193269.48
A02055150	2024	21100	420700
A02055150	2024	21110	420700
A02055150	2024	21300	9355656.63
A02055150	2024	21700	301713.86
A02055150	2024	21900	115198.99
A02055150	2024	30000	11724658.66
A02055150	2024	31000	89996.7
A02055150	2024	31200	89996.7
A02055150	2024	31220	86902.81
A02055150	2024	31290	3093.89
A02055150	2024	32000	1441392.48
A02055150	2024	32200	631771.21
A02055150	2024	32300	12243.02
A02055150	2024	32320	5716.82
A02055150	2024	32390	6526.2
A02055150	2024	32500	797378.25
A02055150	2024	32580	5803.65
A02055150	2024	32582	5803.65
A02055150	2024	32590	791574.6
A02055150	2024	40100	5420120.49
A02055150	2024	40200	-2166070.93
A02055150	2024	40400	-1787274.91
A02055150	2024	40500	5947.37
A02055150	2024	40600	-321180.03
A02055150	2024	40700	-722406.45
A02055150	2024	40800	-38017.64
A02055150	2024	40900	400
A02055150	2024	41000	52779.66
A02055150	2024	41300	-5406.18
A02055150	2024	41400	3138.17
A02055150	2024	41490	3138.17
A02055150	2024	41500	-40196.85
A02055150	2024	41900	-100118.84
A02055150	2024	49100	438891.38
A02055150	2024	49200	-37058.68
A02055150	2024	49300	401832.7
A02055150	2024	49500	301713.86
A02055150	2024	91000	301713.86
A02055150	2024	91004	301713.86
A02055150	2024	91008	1713.86
A02055150	2024	91009	300000
A02055150	2024	91012	301713.86
A02055150	2024	94705	8
A02057354	2024	10000	611257.59
A02057354	2024	11000	357126.12
A02057354	2024	11200	356825.57
A02057354	2024	11500	300.55
A02057354	2024	12000	254131.47
A02057354	2024	12200	197517.79
A02057354	2024	12300	25703.22
A02057354	2024	12380	14454.99
A02057354	2024	12382	14454.99
A02057354	2024	12390	11248.23
A02057354	2024	12700	30910.46
A02057354	2024	20000	483902.08
A02057354	2024	21000	483902.08
A02057354	2024	21100	270455.45
A02057354	2024	21110	270455.45
A02057354	2024	21300	209202.81
A02057354	2024	21700	4243.82
A02057354	2024	30000	611257.59
A02057354	2024	32000	127355.51
A02057354	2024	32300	118903.25
A02057354	2024	32320	53137.19
A02057354	2024	32390	65766.06
A02057354	2024	32500	8452.26
A02057354	2024	32590	8452.26
A02057354	2024	40100	124871.04
A02057354	2024	40400	-68440.28
A02057354	2024	40500	69482.54
A02057354	2024	40600	-33526.92
A02057354	2024	40700	-98941.94
A02057354	2024	40800	-18077.58
A02057354	2024	41300	34029.35
A02057354	2024	41400	31.55
A02057354	2024	41490	31.55
A02057354	2024	41500	-3924.13
A02057354	2024	41900	-1259.81
A02057354	2024	49100	9396.21
A02057354	2024	49200	-3892.58
A02057354	2024	49300	5503.63
A02057354	2024	49500	4243.82
A02057354	2024	91000	4243.82
A02057354	2024	91004	4243.82
A02057354	2024	91005	424.38
A02057354	2024	91007	464.41
A02057354	2024	91008	3355.03
A02057354	2024	91012	4243.82
A02057354	2024	94705	90
