REG_NUMBER	BALANCE_SHEET_YEAR	BALANCE_SHEET_ITEM	BALANCE_SHEET_ITEM_VALUE
B09312000	2024	10000	1223855.45
B09312000	2024	11000	1003519.4
B09312000	2024	11200	128942.42
B09312000	2024	11400	833274.87
B09312000	2024	11600	41302.11
B09312000	2024	12000	220336.05
B09312000	2024	12200	18781.48
B09312000	2024	12300	196377.91
B09312000	2024	12380	34759.2
B09312000	2024	12382	34759.2
B09312000	2024	12390	161618.71
B09312000	2024	12700	5176.66
B09312000	2024	20000	1001137.96
B09312000	2024	21000	1001137.96
B09312000	2024	21100	3786.3
B09312000	2024	21110	3786.3
B09312000	2024	21200	209667.29
B09312000	2024	21300	898377.85
B09312000	2024	21500	-102181.75
B09312000	2024	21700	-8511.73
B09312000	2024	30000	1223855.45
B09312000	2024	31000	6188.09
B09312000	2024	31200	6188.09
B09312000	2024	31290	6188.09
B09312000	2024	32000	216529.4
B09312000	2024	32300	-17686.14
B09312000	2024	32320	-17686.14
B09312000	2024	32500	244215.54
B09312000	2024	32580	228590.13
B09312000	2024	32582	228590.13
B09312000	2024	32590	15625.41
B09312000	2024	32600	-10000
B09312000	2024	40100	421073.15
B09312000	2024	40400	-144686.03
B09312000	2024	40500	420
B09312000	2024	40600	-159457.09
B09312000	2024	40700	-123881.55
B09312000	2024	41300	181.55
B09312000	2024	41400	4902.45
B09312000	2024	41490	4902.45
B09312000	2024	41500	-10993
B09312000	2024	41600	-4.83
B09312000	2024	41900	3933.62
B09312000	2024	49100	-6349.97
B09312000	2024	49200	-6095.38
B09312000	2024	49300	-12445.35
B09312000	2024	49500	-8511.73
B09312000	2024	94705	90
B09315243	2019	10000	375352.51
B09315243	2019	11000	2181.36
B09315243	2019	11200	2181.36
B09315243	2019	12000	373171.15
B09315243	2019	12300	96.43
B09315243	2019	12390	96.43
B09315243	2019	12500	339015.68
B09315243	2019	12700	34059.04
B09315243	2019	20000	373784.54
B09315243	2019	21000	373784.54
B09315243	2019	21100	3606
B09315243	2019	21110	3606
B09315243	2019	21300	6009.79
B09315243	2019	21500	373256.77
B09315243	2019	21700	-9088.02
B09315243	2019	30000	375352.51
B09315243	2019	32000	1567.97
B09315243	2019	32500	1567.97
B09315243	2019	32590	1567.97
B09315243	2019	40700	-1640.22
B09315243	2019	40800	-510.96
B09315243	2019	41300	158.3
B09315243	2019	41500	-49.47
B09315243	2019	41800	-7045.67
B09315243	2019	49100	-1992.88
B09315243	2019	49200	-7095.14
B09315243	2019	49300	-9088.02
B09315243	2019	49500	-9088.02
B09315243	2019	91000	-9088.02
B09315243	2019	91001	53703.71
B09315243	2019	91004	53703.71
B09315243	2019	91009	53703.71
B09315243	2019	91012	53703.71
B09315243	2019	94705	15
B09317389	2017	10000	129501.86
B09317389	2017	11000	405.54
B09317389	2017	11200	405.54
B09317389	2017	12000	129096.32
B09317389	2017	12300	29578.68
B09317389	2017	12380	29578.68
B09317389	2017	12382	29578.68
B09317389	2017	12700	99517.64
B09317389	2017	20000	98758.1
B09317389	2017	21000	98758.1
B09317389	2017	21100	30000
B09317389	2017	21110	30000
B09317389	2017	21300	7503.13
B09317389	2017	21500	61162.52
B09317389	2017	21700	92.45
B09317389	2017	30000	129501.86
B09317389	2017	32000	30743.76
B09317389	2017	32500	30743.76
B09317389	2017	32580	25680.73
B09317389	2017	32582	25680.73
B09317389	2017	32590	5063.03
B09317389	2017	40100	56333.67
B09317389	2017	40400	-38492.58
B09317389	2017	40600	-3660.96
B09317389	2017	40700	-13544.97
B09317389	2017	40800	-217.6
B09317389	2017	41300	-1.98
B09317389	2017	41400	0.01
B09317389	2017	41490	0.01
B09317389	2017	41500	-292.8
B09317389	2017	41800	0.48
B09317389	2017	41900	-30.82
B09317389	2017	49100	415.58
B09317389	2017	49200	-292.31
B09317389	2017	49300	123.27
B09317389	2017	49500	92.45
B09317389	2017	91000	92.45
B09317389	2017	91004	92.45
B09317389	2017	91010	92.45
B09317389	2017	91012	92.45
B09317389	2017	94705	60
B09318692	2017	10000	61106.86
B09318692	2017	11000	53550.92
B09318692	2017	11200	53550.92
B09318692	2017	12000	7555.94
B09318692	2017	12300	3491.15
B09318692	2017	12380	3473.39
B09318692	2017	12382	3473.39
B09318692	2017	12390	17.76
B09318692	2017	12500	600
B09318692	2017	12700	3464.79
B09318692	2017	20000	-8184.87
B09318692	2017	21000	-8184.87
B09318692	2017	21100	3005.06
B09318692	2017	21110	3005.06
B09318692	2017	21300	592.85
B09318692	2017	21500	-8778.65
B09318692	2017	21700	-3004.13
B09318692	2017	30000	61106.86
B09318692	2017	31000	-360.61
B09318692	2017	31200	-360.61
B09318692	2017	31220	-360.61
B09318692	2017	32000	69652.34
B09318692	2017	32300	36799.04
B09318692	2017	32390	36799.04
B09318692	2017	32500	32853.3
B09318692	2017	32590	32853.3
B09318692	2017	40100	39174.17
B09318692	2017	40500	420
B09318692	2017	40600	-34881.97
B09318692	2017	40700	-4966.78
B09318692	2017	40800	-2657.93
B09318692	2017	41500	-91.62
B09318692	2017	49100	-2912.51
B09318692	2017	49200	-91.62
B09318692	2017	49300	-3004.13
B09318692	2017	49500	-3004.13
B09319674	2024	10000	4173432.79
B09319674	2024	11000	2280488.5
B09319674	2024	11200	2265256.58
B09319674	2024	11500	15231.92
B09319674	2024	12000	1892944.29
B09319674	2024	12300	122655.49
B09319674	2024	12380	1349.85
B09319674	2024	12382	1349.85
B09319674	2024	12390	121305.64
B09319674	2024	12400	1570384.45
B09319674	2024	12700	199904.35
B09319674	2024	20000	4120073.11
B09319674	2024	21000	4120057.35
B09319674	2024	21100	4466680.76
B09319674	2024	21110	4466680.76
B09319674	2024	21500	-406957.63
B09319674	2024	21700	60334.22
B09319674	2024	23000	15.76
B09319674	2024	30000	4173432.79
B09319674	2024	31000	19114.94
B09319674	2024	31200	19114.28
B09319674	2024	31290	19114.28
B09319674	2024	31400	0.66
B09319674	2024	32000	34244.74
B09319674	2024	32500	34244.74
B09319674	2024	32590	34244.74
B09319674	2024	40100	143887.09
B09319674	2024	40600	-43286.18
B09319674	2024	40700	-105040.14
B09319674	2024	40800	-17684.64
B09319674	2024	41100	102359.42
B09319674	2024	41300	210.08
B09319674	2024	41900	-20111.41
B09319674	2024	49100	80445.63
B09319674	2024	49300	80445.63
B09319674	2024	49500	60334.22
B09319674	2024	91000	60334.22
B09319674	2024	91004	60334.22
B09319674	2024	91011	60334.22
B09319674	2024	91012	60334.22
B09319674	2024	94705	7
B09319757	2024	10000	15113781.93
B09319757	2024	11000	14312878.67
B09319757	2024	11100	2349.98
B09319757	2024	11200	-7946.88
B09319757	2024	11400	8183077.51
B09319757	2024	11600	6135398.06
B09319757	2024	12000	800903.26
B09319757	2024	12300	-310459.16
B09319757	2024	12380	138466.29
B09319757	2024	12382	138466.29
B09319757	2024	12390	-448925.45
B09319757	2024	12400	341962.25
B09319757	2024	12700	769400.17
B09319757	2024	20000	10488106.73
B09319757	2024	21000	10488106.73
B09319757	2024	21100	9598330.6
B09319757	2024	21110	9598330.6
B09319757	2024	21200	9337508.91
B09319757	2024	21300	19054999.6
B09319757	2024	21500	-27480636.85
B09319757	2024	21700	-22095.53
B09319757	2024	30000	15113781.93
B09319757	2024	31000	4024568.28
B09319757	2024	31100	1048568.28
B09319757	2024	31200	2976000
B09319757	2024	31220	2712000
B09319757	2024	31290	264000
B09319757	2024	32000	601106.92
B09319757	2024	32300	579471.68
B09319757	2024	32320	-70551.77
B09319757	2024	32390	650023.45
B09319757	2024	32500	21635.24
B09319757	2024	32580	124.09
B09319757	2024	32582	124.09
B09319757	2024	32590	21511.15
B09319757	2024	40100	203219.76
B09319757	2024	40600	-167677.91
B09319757	2024	40700	-65002.56
B09319757	2024	41900	7365.18
B09319757	2024	49100	-29460.71
B09319757	2024	49300	-29460.71
B09319757	2024	49500	-22095.53
B09319757	2024	91004	-22095.53
B09319757	2024	91010	-22095.53
B09319757	2024	91012	-22095.53
B09319955	2024	10000	115335.08
B09319955	2024	11000	2285.81
B09319955	2024	11100	385.81
B09319955	2024	11500	1900
B09319955	2024	12000	113049.27
B09319955	2024	12300	10185.22
B09319955	2024	12380	9943.24
B09319955	2024	12382	9943.24
B09319955	2024	12390	241.98
B09319955	2024	12500	54514.01
B09319955	2024	12700	48350.04
B09319955	2024	20000	87292
B09319955	2024	21000	87292
B09319955	2024	21100	3005.06
B09319955	2024	21110	3005.06
B09319955	2024	21300	83943.56
B09319955	2024	21500	214.74
B09319955	2024	21700	128.64
B09319955	2024	30000	115335.08
B09319955	2024	32000	28043.08
B09319955	2024	32300	-716.75
B09319955	2024	32390	-716.75
B09319955	2024	32500	28759.83
B09319955	2024	32580	425.63
B09319955	2024	32582	425.63
B09319955	2024	32590	28334.2
B09319955	2024	40100	175368.37
B09319955	2024	40600	-140913.38
B09319955	2024	40700	-33291.34
B09319955	2024	40800	-497.3
B09319955	2024	41400	147.5
B09319955	2024	41490	147.5
B09319955	2024	41500	-646.78
B09319955	2024	41900	-38.43
B09319955	2024	49100	666.35
B09319955	2024	49200	-499.28
B09319955	2024	49300	167.07
B09319955	2024	49500	128.64
B09319955	2024	91000	128.64
B09319955	2024	91004	128.64
B09319955	2024	91008	128.64
B09319955	2024	91012	128.64
B09319955	2024	94705	19
B09323569	2021	10000	1321838.31
B09323569	2021	11000	1062012.27
B09323569	2021	11200	187585.18
B09323569	2021	11300	439104.11
B09323569	2021	11500	410101.12
B09323569	2021	11600	25221.86
B09323569	2021	12000	259826.04
B09323569	2021	12200	163310.26
B09323569	2021	12300	34637.87
B09323569	2021	12380	31132.84
B09323569	2021	12382	31132.84
B09323569	2021	12390	3505.03
B09323569	2021	12700	61877.91
B09323569	2021	20000	1002441.92
B09323569	2021	21000	1002441.92
B09323569	2021	21100	135400
B09323569	2021	21110	135400
B09323569	2021	21300	568777.47
B09323569	2021	21700	298264.45
B09323569	2021	30000	1321838.31
B09323569	2021	31000	49309.76
B09323569	2021	31200	49309.76
B09323569	2021	31220	49309.76
B09323569	2021	32000	270086.63
B09323569	2021	32300	4900
B09323569	2021	32390	4900
B09323569	2021	32500	265186.63
B09323569	2021	32590	265186.63
B09323569	2021	40100	113505
B09323569	2021	40400	-14221.54
B09323569	2021	40500	14015.65
B09323569	2021	40700	-24505.33
B09323569	2021	40800	-15036.15
B09323569	2021	41300	-86555.04
B09323569	2021	41400	344901.62
B09323569	2021	41490	344901.62
B09323569	2021	41500	-489.35
B09323569	2021	41900	-33350.41
B09323569	2021	49100	-12797.41
B09323569	2021	49200	344412.27
B09323569	2021	49300	331614.86
B09323569	2021	49500	298264.45
B09323569	2021	91000	298264.45
B09323569	2021	91004	298264.45
B09323569	2021	91008	118264.45
B09323569	2021	91009	180000
B09323569	2021	91012	298264.45
B09323569	2021	94705	32
B09323957	2024	10000	103334.36
B09323957	2024	11000	36664.21
B09323957	2024	11200	8005.34
B09323957	2024	11500	2510.06
B09323957	2024	11600	26148.81
B09323957	2024	12000	66670.15
B09323957	2024	12300	18728.79
B09323957	2024	12380	16646.08
B09323957	2024	12382	16646.08
B09323957	2024	12390	2082.71
B09323957	2024	12500	5289.23
B09323957	2024	12700	42652.13
B09323957	2024	20000	97153.3
B09323957	2024	21000	97153.3
B09323957	2024	21100	59859.6
B09323957	2024	21110	59859.6
B09323957	2024	21300	58928.28
B09323957	2024	21500	-89425.69
B09323957	2024	21600	81700
B09323957	2024	21700	-13908.89
B09323957	2024	30000	103334.36
B09323957	2024	32000	6181.06
B09323957	2024	32500	6181.06
B09323957	2024	32580	122.16
B09323957	2024	32582	122.16
B09323957	2024	32590	6058.9
B09323957	2024	40100	73419.57
B09323957	2024	40400	-5343.97
B09323957	2024	40600	-64863.04
B09323957	2024	40700	-23107.7
B09323957	2024	40800	-2939.96
B09323957	2024	41300	4779.4
B09323957	2024	41500	-6
B09323957	2024	41900	4152.81
B09323957	2024	49100	-18055.7
B09323957	2024	49200	-6
B09323957	2024	49300	-18061.7
B09323957	2024	49500	-13908.89
B09323957	2024	94705	20
B09323965	2023	10000	7520657.09
B09323965	2023	11000	5323852.01
B09323965	2023	11100	5779.31
B09323965	2023	11200	217911.84
B09323965	2023	11300	5100160.86
B09323965	2023	12000	2196805.08
B09323965	2023	12200	2109253.26
B09323965	2023	12300	3112.86
B09323965	2023	12390	3112.86
B09323965	2023	12700	84438.96
B09323965	2023	20000	6378324.47
B09323965	2023	21000	6378324.47
B09323965	2023	21100	4755763.8
B09323965	2023	21110	4755763.8
B09323965	2023	21200	2016408.52
B09323965	2023	21300	1682152.67
B09323965	2023	21500	-1900476.78
B09323965	2023	21700	-175523.74
B09323965	2023	30000	7520657.09
B09323965	2023	31000	196.8
B09323965	2023	31200	196.8
B09323965	2023	31290	196.8
B09323965	2023	32000	1142135.82
B09323965	2023	32300	1118766.64
B09323965	2023	32320	1118600.39
B09323965	2023	32390	166.25
B09323965	2023	32500	23369.18
B09323965	2023	32590	23369.18
B09323965	2023	40100	152289.02
B09323965	2023	40200	117621.73
B09323965	2023	40400	-117621.73
B09323965	2023	40600	-187506.68
B09323965	2023	40700	-89371.02
B09323965	2023	40800	-27827.26
B09323965	2023	41100	25949.86
B09323965	2023	41300	273.19
B09323965	2023	41400	2890.98
B09323965	2023	41490	2890.98
B09323965	2023	41500	-67862.8
B09323965	2023	41800	15640.97
B09323965	2023	49100	-126192.89
B09323965	2023	49200	-49330.85
B09323965	2023	49300	-175523.74
B09323965	2023	49500	-175523.74
B09323965	2023	94705	30
B09324906	2024	10000	271424.08
B09324906	2024	11000	81531.02
B09324906	2024	11100	435.5
B09324906	2024	11200	81095.52
B09324906	2024	12000	189893.06
B09324906	2024	12200	6842.36
B09324906	2024	12300	69967.39
B09324906	2024	12380	69967.39
B09324906	2024	12382	69967.39
B09324906	2024	12700	113083.31
B09324906	2024	20000	175442.69
B09324906	2024	21000	160665.77
B09324906	2024	21100	18030.36
B09324906	2024	21110	18030.36
B09324906	2024	21300	102524.15
B09324906	2024	21700	40111.26
B09324906	2024	23000	14776.92
B09324906	2024	30000	271424.08
B09324906	2024	32000	95981.39
B09324906	2024	32500	95981.39
B09324906	2024	32580	32367.43
B09324906	2024	32582	32367.43
B09324906	2024	32590	63613.96
B09324906	2024	40100	717726.6
B09324906	2024	40400	-266376.71
B09324906	2024	40500	16.63
B09324906	2024	40600	-329256.99
B09324906	2024	40700	-59382.1
B09324906	2024	40800	-13815.95
B09324906	2024	40900	4272.84
B09324906	2024	41100	-1091.78
B09324906	2024	41900	-11981.28
B09324906	2024	49100	52092.54
B09324906	2024	49300	52092.54
B09324906	2024	49500	40111.26
B09324906	2024	91000	40111.26
B09324906	2024	91002	30000
B09324906	2024	91004	70111.26
B09324906	2024	91008	40111.26
B09324906	2024	91009	30000
B09324906	2024	91012	70111.26
B09324906	2024	94705	44
B09325770	2024	10000	1060265.79
B09325770	2024	11000	611165.7
B09325770	2024	11200	610865.19
B09325770	2024	11500	300.51
B09325770	2024	12000	449100.09
B09325770	2024	12300	145152.08
B09325770	2024	12380	143959.79
B09325770	2024	12382	143959.79
B09325770	2024	12390	1192.29
B09325770	2024	12500	71900
B09325770	2024	12700	232048.01
B09325770	2024	20000	805115.32
B09325770	2024	21000	805115.32
B09325770	2024	21100	24040.48
B09325770	2024	21110	24040.48
B09325770	2024	21300	678459.78
B09325770	2024	21700	102615.06
B09325770	2024	30000	1060265.79
B09325770	2024	31000	14970.19
B09325770	2024	31200	14970.19
B09325770	2024	31220	14970.19
B09325770	2024	32000	240180.28
B09325770	2024	32300	-2203.5
B09325770	2024	32390	-2203.5
B09325770	2024	32500	242383.78
B09325770	2024	32580	33565.97
B09325770	2024	32582	33565.97
B09325770	2024	32590	208817.81
B09325770	2024	40100	776574.15
B09325770	2024	40500	2352.94
B09325770	2024	40600	-257552.15
B09325770	2024	40700	-357634.81
B09325770	2024	40800	-27656.03
B09325770	2024	41300	610
B09325770	2024	41400	10.34
B09325770	2024	41490	10.34
B09325770	2024	41500	-1430.9
B09325770	2024	41900	-32658.48
B09325770	2024	49100	136694.1
B09325770	2024	49200	-1420.56
B09325770	2024	49300	135273.54
B09325770	2024	49500	102615.06
B09325770	2024	91000	102615.06
B09325770	2024	91004	102615.06
B09325770	2024	91008	102615.06
B09325770	2024	91012	102615.06
B09325770	2024	94705	40
B09326620	2024	10000	254565.33
B09326620	2024	11000	71092.16
B09326620	2024	11200	71092.16
B09326620	2024	12000	183473.17
B09326620	2024	12300	44093.78
B09326620	2024	12380	44093.78
B09326620	2024	12382	44093.78
B09326620	2024	12700	139379.39
B09326620	2024	20000	215860.35
B09326620	2024	21000	215860.35
B09326620	2024	21100	35987.88
B09326620	2024	21110	35987.88
B09326620	2024	21300	22211.31
B09326620	2024	21500	109235.29
B09326620	2024	21700	48425.87
B09326620	2024	30000	254565.33
B09326620	2024	32000	38704.98
B09326620	2024	32300	8196.57
B09326620	2024	32390	8196.57
B09326620	2024	32500	30508.41
B09326620	2024	32590	30508.41
B09326620	2024	40100	213810.01
B09326620	2024	40400	-100
B09326620	2024	40500	3277.58
B09326620	2024	40600	-65934
B09326620	2024	40700	-83238.33
B09326620	2024	40800	-11107.84
B09326620	2024	41100	5000
B09326620	2024	41300	122
B09326620	2024	41900	-13403.55
B09326620	2024	49100	61829.42
B09326620	2024	49300	61829.42
B09326620	2024	49500	48425.87
B09326620	2024	91000	48425.87
B09326620	2024	91004	48425.87
B09326620	2024	91008	3553.12
B09326620	2024	91010	44872.75
B09326620	2024	91012	48425.87
B09326620	2024	94705	48
B09326638	2023	10000	413384.42
B09326638	2023	11000	212867.71
B09326638	2023	11200	209764.81
B09326638	2023	11500	3102.9
B09326638	2023	12000	200516.71
B09326638	2023	12300	183484.41
B09326638	2023	12380	183484.41
B09326638	2023	12382	183484.41
B09326638	2023	12700	17032.3
B09326638	2023	20000	354146.52
B09326638	2023	21000	354146.52
B09326638	2023	21100	3000.1
B09326638	2023	21110	3000.1
B09326638	2023	21300	276970.36
B09326638	2023	21700	74176.06
B09326638	2023	30000	413384.42
B09326638	2023	32000	59237.9
B09326638	2023	32300	50000
B09326638	2023	32390	50000
B09326638	2023	32500	9237.9
B09326638	2023	32580	-43.08
B09326638	2023	32582	-43.08
B09326638	2023	32590	9280.98
B09326638	2023	40500	102229.32
B09326638	2023	40700	-4629.24
B09326638	2023	41900	-23424.02
B09326638	2023	49100	97600.08
B09326638	2023	49300	97600.08
B09326638	2023	49500	74176.06
B09326638	2023	91000	74176.06
B09326638	2023	91004	74176.06
B09326638	2023	91008	74176.06
B09326638	2023	91012	74176.06
B09326638	2023	94705	30
B09327859	2023	10000	81978.31
B09327859	2023	11000	81344.53
B09327859	2023	11200	77401.77
B09327859	2023	11600	3942.76
B09327859	2023	12000	633.78
B09327859	2023	12300	513
B09327859	2023	12390	513
B09327859	2023	12700	120.78
B09327859	2023	20000	30505.42
B09327859	2023	21000	30505.42
B09327859	2023	21100	3006
B09327859	2023	21110	3006
B09327859	2023	21500	16858.76
B09327859	2023	21600	11100
B09327859	2023	21700	-459.34
B09327859	2023	30000	81978.31
B09327859	2023	31000	51472.89
B09327859	2023	31200	51472.89
B09327859	2023	31220	51472.89
B09327859	2023	40500	2700
B09327859	2023	40700	-160
B09327859	2023	40800	-1035.35
B09327859	2023	41500	-2101.19
B09327859	2023	41900	137.2
B09327859	2023	49100	1504.65
B09327859	2023	49200	-2101.19
B09327859	2023	49300	-596.54
B09327859	2023	49500	-459.34
B09327891	2017	10000	85120.99
B09327891	2017	11000	30974.2
B09327891	2017	11100	2589.77
B09327891	2017	11200	24584.43
B09327891	2017	11500	3800
B09327891	2017	12000	54146.79
B09327891	2017	12300	25455.57
B09327891	2017	12380	25455.57
B09327891	2017	12382	25455.57
B09327891	2017	12700	28691.22
B09327891	2017	20000	32828.24
B09327891	2017	21000	32828.24
B09327891	2017	21100	78131.57
B09327891	2017	21110	78131.57
B09327891	2017	21300	3706.9
B09327891	2017	21500	-61644.98
B09327891	2017	21700	12634.75
B09327891	2017	30000	85120.99
B09327891	2017	31000	42600
B09327891	2017	31200	42600
B09327891	2017	31220	2600
B09327891	2017	31290	40000
B09327891	2017	32000	9692.75
B09327891	2017	32500	9692.75
B09327891	2017	32580	1532.4
B09327891	2017	32582	1532.4
B09327891	2017	32590	8160.35
B09327891	2017	40100	199148.2
B09327891	2017	40400	-7530.73
B09327891	2017	40600	-110544.88
B09327891	2017	40700	-55798.21
B09327891	2017	40800	-11522.4
B09327891	2017	41500	-1117.23
B09327891	2017	49100	13751.98
B09327891	2017	49200	-1117.23
B09327891	2017	49300	12634.75
B09327891	2017	49500	12634.75
B09327891	2017	91000	12634.75
B09327891	2017	91004	12634.75
B09327891	2017	91011	12634.75
B09327891	2017	91012	12634.75
B09327891	2017	94705	11
B09328832	2024	10000	431435.03
B09328832	2024	11000	417704.72
B09328832	2024	11200	414706.21
B09328832	2024	11600	2998.51
B09328832	2024	12000	13730.31
B09328832	2024	12300	1660.68
B09328832	2024	12380	1523.12
B09328832	2024	12382	1523.12
B09328832	2024	12390	137.56
B09328832	2024	12700	12069.63
B09328832	2024	20000	322446.11
B09328832	2024	21000	322446.11
B09328832	2024	21100	151800
B09328832	2024	21110	151800
B09328832	2024	21300	194936.97
B09328832	2024	21500	-23038.36
B09328832	2024	21700	-1252.5
B09328832	2024	30000	431435.03
B09328832	2024	32000	108988.92
B09328832	2024	32300	10406.92
B09328832	2024	32390	10406.92
B09328832	2024	32500	98582
B09328832	2024	32580	-250
B09328832	2024	32582	-250
B09328832	2024	32590	98832
B09328832	2024	40500	1041.99
B09328832	2024	40700	-4848.78
B09328832	2024	40800	-2058.54
B09328832	2024	41100	4238.71
B09328832	2024	41900	374.12
B09328832	2024	49100	-1626.62
B09328832	2024	49300	-1626.62
B09328832	2024	49500	-1252.5
B09328832	2024	94705	8.72
B09329897	2024	10000	141432.04
B09329897	2024	11000	92881.54
B09329897	2024	11100	900
B09329897	2024	11200	50474.33
B09329897	2024	11500	40300.55
B09329897	2024	11600	1206.66
B09329897	2024	12000	48550.5
B09329897	2024	12200	1996.5
B09329897	2024	12300	5161.67
B09329897	2024	12380	2200.28
B09329897	2024	12382	2200.28
B09329897	2024	12390	2961.39
B09329897	2024	12500	1773.9
B09329897	2024	12700	39618.43
B09329897	2024	20000	128978.73
B09329897	2024	21000	128285.73
B09329897	2024	21100	12020.24
B09329897	2024	21110	12020.24
B09329897	2024	21300	108560.5
B09329897	2024	21700	7704.99
B09329897	2024	23000	693
B09329897	2024	30000	141432.04
B09329897	2024	31000	806.36
B09329897	2024	31400	806.36
B09329897	2024	32000	11646.95
B09329897	2024	32300	-228.04
B09329897	2024	32390	-228.04
B09329897	2024	32500	11874.99
B09329897	2024	32580	1547.64
B09329897	2024	32582	1547.64
B09329897	2024	32590	10327.35
B09329897	2024	40100	187411.02
B09329897	2024	40400	-103722.5
B09329897	2024	40500	3382.8
B09329897	2024	40600	-42082.18
B09329897	2024	40700	-31811.36
B09329897	2024	40800	-5560.1
B09329897	2024	40900	660
B09329897	2024	41300	560.22
B09329897	2024	41500	-813.35
B09329897	2024	41800	268.18
B09329897	2024	41900	-587.74
B09329897	2024	49100	8837.9
B09329897	2024	49200	-545.17
B09329897	2024	49300	8292.73
B09329897	2024	49500	7704.99
B09329897	2024	91000	7704.99
B09329897	2024	91004	7704.99
B09329897	2024	91008	7704.99
B09329897	2024	91012	7704.99
B09329897	2024	94705	56
B09330317	2024	10000	356851.03
B09330317	2024	11000	254651.87
B09330317	2024	11200	254651.87
B09330317	2024	12000	102199.16
B09330317	2024	12300	7958
B09330317	2024	12380	3610.8
B09330317	2024	12382	3610.8
B09330317	2024	12390	4347.2
B09330317	2024	12500	73133.91
B09330317	2024	12700	21107.25
B09330317	2024	20000	356135.7
B09330317	2024	21000	356135.7
B09330317	2024	21100	120202.42
B09330317	2024	21110	120202.42
B09330317	2024	21300	315368.86
B09330317	2024	21500	-82236.69
B09330317	2024	21700	2801.11
B09330317	2024	30000	356851.03
B09330317	2024	32000	715.33
B09330317	2024	32500	715.33
B09330317	2024	32590	715.33
B09330317	2024	40500	11940
B09330317	2024	40700	-3517.66
B09330317	2024	40800	-5671.15
B09330317	2024	41300	49.92
B09330317	2024	49100	2801.11
B09330317	2024	49300	2801.11
B09330317	2024	49500	2801.11
B09330317	2024	91000	2801.11
B09330317	2024	91004	2801.11
B09330317	2024	91005	280.11
B09330317	2024	91011	2521
B09330317	2024	91012	2801.11
B09330317	2024	94705	30
B09331869	2024	10000	335021.79
B09331869	2024	11000	197030.88
B09331869	2024	11200	35701.88
B09331869	2024	11500	161329
B09331869	2024	12000	137990.91
B09331869	2024	12200	96061.5
B09331869	2024	12300	14441.15
B09331869	2024	12380	11877.82
B09331869	2024	12382	11877.82
B09331869	2024	12390	2563.33
B09331869	2024	12700	27488.26
B09331869	2024	20000	2154.49
B09331869	2024	21000	2154.49
B09331869	2024	21100	3005.06
B09331869	2024	21110	3005.06
B09331869	2024	21300	7042.69
B09331869	2024	21500	-9246.98
B09331869	2024	21700	1353.72
B09331869	2024	30000	335021.79
B09331869	2024	31000	251632.89
B09331869	2024	31200	251632.89
B09331869	2024	31290	251632.89
B09331869	2024	32000	81234.41
B09331869	2024	32300	51797.19
B09331869	2024	32390	51797.19
B09331869	2024	32500	29437.22
B09331869	2024	32580	8531.49
B09331869	2024	32582	8531.49
B09331869	2024	32590	20905.73
B09331869	2024	40100	88906
B09331869	2024	40200	-7079.6
B09331869	2024	40400	-14228.91
B09331869	2024	40600	-28020.2
B09331869	2024	40700	-23615.27
B09331869	2024	40800	-12187.61
B09331869	2024	41300	-4782.19
B09331869	2024	41500	-183.21
B09331869	2024	41700	2983.72
B09331869	2024	41900	-439.01
B09331869	2024	49100	-1007.78
B09331869	2024	49200	2800.51
B09331869	2024	49300	1792.73
B09331869	2024	49500	1353.72
B09331869	2024	91000	1353.72
B09331869	2024	91004	1353.72
B09331869	2024	91011	1353.72
B09331869	2024	91012	1353.72
B09331869	2024	94705	60
B09332669	2023	10000	742311.84
B09332669	2023	11000	602306.56
B09332669	2023	11100	0.06
B09332669	2023	11200	597625.26
B09332669	2023	11600	4681.24
B09332669	2023	12000	140005.28
B09332669	2023	12300	133379.92
B09332669	2023	12380	133771.33
B09332669	2023	12382	133771.33
B09332669	2023	12390	-391.41
B09332669	2023	12700	6625.36
B09332669	2023	20000	199387.9
B09332669	2023	21000	145864.7
B09332669	2023	21100	176457.15
B09332669	2023	21110	176457.15
B09332669	2023	21500	-45240.28
B09332669	2023	21700	14647.83
B09332669	2023	23000	53523.2
B09332669	2023	30000	742311.84
B09332669	2023	31000	3399.72
B09332669	2023	31200	3399.72
B09332669	2023	31220	3399.72
B09332669	2023	32000	539524.22
B09332669	2023	32300	241455.91
B09332669	2023	32320	241455.91
B09332669	2023	32500	298068.31
B09332669	2023	32580	103026.42
B09332669	2023	32582	103026.42
B09332669	2023	32590	195041.89
B09332669	2023	40100	121514.19
B09332669	2023	40400	-42568.17
B09332669	2023	40600	-30474.46
B09332669	2023	40700	-29191.79
B09332669	2023	40800	-256.62
B09332669	2023	41900	-4375.32
B09332669	2023	49100	19023.15
B09332669	2023	49300	19023.15
B09332669	2023	49500	14647.83
B09332669	2023	91000	14647.83
B09332669	2023	91004	14647.83
B09332669	2023	91005	1464.78
B09332669	2023	91011	13183.05
B09332669	2023	91012	14647.83
B09332669	2023	94705	30
B09333113	2022	10000	94608.27
B09333113	2022	11000	28772.63
B09333113	2022	11100	0.02
B09333113	2022	11200	10531.19
B09333113	2022	11500	5391.67
B09333113	2022	11600	12849.75
B09333113	2022	12000	65835.64
B09333113	2022	12200	8215.4
B09333113	2022	12300	42770.86
B09333113	2022	12380	42678.53
B09333113	2022	12382	42678.53
